日時	CAD/JPY(始値, 買い)	CAD/JPY(高値, 買い)	CAD/JPY(安値, 買い)	CAD/JPY(終値, 買い)	CAD/JPY(始値, 売り)	CAD/JPY(高値, 売り)	CAD/JPY(安値, 売り)	CAD/JPY(終値, 売り)	
2012-07-11T22:00:00	77.678	78.017	77.617	77.936	77.663	77.991	77.592	77.908	
2012-07-11T21:00:00	77.751	77.775	77.597	77.678	77.725	77.749	77.571	77.663	
2012-07-11T20:00:00	77.862	77.889	77.751	77.751	77.836	77.863	77.725	77.725	
2012-07-11T19:00:00	77.772	77.896	77.701	77.862	77.746	77.869	77.675	77.836	
2012-07-11T18:00:00	77.749	77.796	77.713	77.772	77.724	77.774	77.690	77.746	
2012-07-11T17:00:00	77.737	77.759	77.602	77.749	77.710	77.733	77.575	77.724	
2012-07-11T16:00:00	77.712	77.817	77.664	77.737	77.685	77.791	77.636	77.710	
2012-07-11T15:00:00	77.753	77.790	77.663	77.712	77.727	77.761	77.633	77.685	
2012-07-11T14:00:00	77.666	77.768	77.657	77.753	77.635	77.739	77.626	77.727	
2012-07-11T13:00:00	77.625	77.715	77.612	77.666	77.595	77.686	77.581	77.635	
2012-07-11T12:00:00	77.701	77.702	77.592	77.625	77.673	77.673	77.561	77.595	
2012-07-11T11:00:00	77.654	77.761	77.641	77.701	77.624	77.731	77.613	77.673	
2012-07-11T10:00:00	77.548	77.685	77.526	77.654	77.518	77.657	77.499	77.624	
2012-07-11T09:00:00	77.631	77.631	77.499	77.548	77.602	77.602	77.469	77.518	
2012-07-11T08:00:00	77.651	77.656	77.608	77.631	77.622	77.626	77.577	77.602	
2012-07-11T07:00:00	77.664	77.679	77.628	77.651	77.628	77.650	77.597	77.622	
2012-07-11T06:00:00	77.716	77.752	77.628	77.664	77.626	77.661	77.583	77.628	
2012-07-11T05:00:00	77.677	77.728	77.630	77.716	77.650	77.667	77.601	77.626	
2012-07-11T04:00:00	77.664	77.745	77.623	77.677	77.636	77.718	77.596	77.650	
2012-07-11T03:00:00	77.822	77.854	77.654	77.664	77.794	77.827	77.627	77.636	
2012-07-11T02:00:00	77.915	77.943	77.821	77.822	77.888	77.915	77.793	77.794	
2012-07-11T01:00:00	77.874	77.951	77.847	77.915	77.846	77.926	77.821	77.888	
