日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	
EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	2014-02-15T07:00:00	139.425	139.481	139.425	
131.078	130.931	130.938	47.86	69.41	2013-09-03T22:00:00	131.184	131.218	131.054	
131.058	131.155	131.190	131.024	131.026	73.99	80.31	2013-09-03T21:30:00	131.168	
131.234	131.059	131.184	131.139	131.206	131.027	131.155	86.37	79.82	
2013-09-03T21:00:00	131.118	131.180	130.988	131.168	131.088	131.154	130.958	131.139	
80.57	73.76	2013-09-03T20:30:00	131.001	131.118	130.918	131.118	130.970	131.089	
130.887	131.088	72.51	67.79	2013-09-03T20:00:00	131.123	131.152	130.996	131.001	
131.095	131.122	130.968	130.970	68.19	63.41	2013-09-03T19:30:00	131.108	131.151	
131.028	131.123	131.079	131.123	130.997	131.095	62.68	53.04	2013-09-03T19:00:00	
130.994	131.127	130.981	131.108	130.962	131.097	130.953	131.079	59.35	
49.72	2013-09-03T18:30:00	131.060	131.165	130.956	130.994	131.029	131.136	130.930	
130.962	37.09	50.37	2013-09-03T18:00:00	130.709	131.168	130.661	131.060	130.681	
131.140	130.631	131.029	52.71	66.65	2013-09-03T17:30:00	131.295	131.319	130.703	
130.709	131.265	131.292	130.675	130.681	61.32	68.87	2013-09-03T17:00:00	131.263	
131.302	131.184	131.295	131.233	131.272	131.152	131.265	85.92	64.80	
2013-09-03T16:30:00	131.225	131.294	131.146	131.263	131.199	131.264	131.116	131.233	
59.37	48.09	2013-09-03T16:00:00	131.110	131.230	131.074	131.225	131.080	131.202	
131.042	131.199	49.12	45.85	2013-09-03T15:30:00	131.189	131.209	131.091	131.110	
131.159	131.179	131.061	131.080	35.79	44.47	2013-09-03T15:00:00	131.153	131.277	
131.118	131.189	131.124	131.246	131.086	131.159	52.63	49.71	2013-09-03T14:30:00	
131.230	131.280	131.080	131.153	131.200	131.252	131.050	131.124	44.99	
49.62	2013-09-03T14:00:00	131.116	131.257	131.087	131.230	131.086	131.227	131.057	
131.200	51.52	52.79	2013-09-03T13:30:00	131.209	131.271	131.076	131.116	131.177	
131.240	131.044	131.086	52.33	50.38	2013-09-03T13:00:00	131.260	131.264	131.206	
131.209	131.230	131.234	131.175	131.177	54.52	41.27	2013-09-03T12:30:00	131.174	
131.303	131.167	131.260	131.144	131.274	131.136	131.230	44.28	29.64	
2013-09-03T12:00:00	131.139	131.227	131.139	131.174	131.108	131.197	131.109	131.144	
24.99	20.65	2013-09-03T11:30:00	131.146	131.166	131.021	131.139	131.117	131.135	
130.996	131.108	19.63	24.66	2013-09-03T11:00:00	131.286	131.359	131.097	131.146	
131.254	131.329	131.067	131.117	17.33	35.61	2013-09-03T10:30:00	131.280	131.345	
131.220	131.286	131.251	131.315	131.190	131.254	37.02	52.79	2013-09-03T10:00:00	
131.394	131.402	131.239	131.280	131.365	131.376	131.207	131.251	52.48	
65.82	2013-09-03T09:30:00	131.354	131.495	131.331	131.394	131.325	131.470	131.300	
131.365	68.86	76.04	2013-09-03T09:00:00	131.343	131.456	131.318	131.354	131.311	
131.426	131.290	131.325	76.11	83.64	2013-09-03T08:30:00	131.335	131.465	131.299	
131.343	131.306	131.452	131.267	131.311	83.14	87.30	2013-09-03T08:00:00	131.285	
131.358	131.256	131.335	131.253	131.329	131.224	131.306	91.67	85.47	
2013-09-03T07:30:00	131.181	131.315	131.135	131.285	131.146	131.284	131.102	131.253	
87.11	73.08	2013-09-03T07:00:00	131.166	131.196	131.097	131.181	131.104	131.163	
131.039	131.146	77.64	57.45	2013-09-03T06:30:00	131.143	131.192	131.117	131.166	
131.068	131.140	131.041	131.104	54.49	49.21	2013-09-03T06:00:00	131.075	131.157	
131.105	131.143	131.001	131.086	130.989	131.068	40.22	57.27	2013-09-03T05:30:00	
131.095	131.141	131.035	131.075	131.051	131.081	130.964	131.001	52.91	
76.13	2013-09-03T05:00:00	131.162	131.170	131.044	131.095	131.126	131.132	131.004	
131.051	78.68	87.28	2013-09-03T04:30:00	131.156	131.164	131.109	131.162	131.118	
131.126	131.076	131.126	96.79	84.32	2013-09-03T04:00:00	131.105	131.156	131.096	
131.156	131.076	131.119	131.059	131.118	86.38	69.96	2013-09-03T03:30:00	131.089	
131.117	131.083	131.105	131.051	131.082	131.046	131.076	69.80	62.41	
2013-09-03T03:00:00	131.062	131.098	131.057	131.089	131.028	131.066	131.019	131.051	
53.69	62.40	2013-09-03T02:30:00	131.030	131.084	131.009	131.062	130.995	131.052	
130.974	131.028	63.75	72.25	2013-09-03T02:00:00	131.118	131.120	131.022	131.030	
131.082	131.086	130.986	130.995	69.75	75.60	2013-09-03T01:30:00	131.041	131.118	
131.015	131.118	131.007	131.084	130.981	131.082	83.25	76.71	2013-09-03T01:00:00	
131.073	131.103	131.034	131.041	131.042	131.070	130.998	131.007	73.79	
66.23	2013-09-03T00:30:00	131.073	131.110	131.007	131.073	131.040	131.080	130.971	
131.042	73.10	52.01	2013-09-03T00:00:00	131.068	131.103	130.959	131.073	131.037	
131.070	130.927	131.040	51.80	31.96	2013-09-02T23:30:00	130.947	131.085	130.929	
131.068	130.913	131.053	130.897	131.037	31.12	20.08	2013-09-02T23:00:00	130.907	
130.960	130.885	130.947	130.882	130.928	130.855	130.913	12.96	17.08	
2013-09-02T22:30:00	131.090	131.098	130.882	130.907	131.061	131.068	130.853	130.882	
16.15	20.63	2013-09-02T22:00:00	131.126	131.146	131.083	131.090	131.098	131.118	
131.055	131.061	22.13	20.01	2013-09-02T21:30:00	131.152	131.164	131.068	131.126	
131.121	131.134	131.041	131.098	23.61	16.64	2013-09-02T21:00:00	131.188	131.194	
131.092	131.152	131.156	131.163	131.062	131.121	14.28	16.28	2013-09-02T20:30:00	
131.167	131.223	131.158	131.188	131.138	131.193	131.127	131.156	12.02	
27.67	2013-09-02T20:00:00	131.214	131.253	131.167	131.167	131.184	131.223	131.136	
131.138	22.55	46.94	2013-09-02T19:30:00	131.230	131.267	131.189	131.214	131.202	
131.238	131.157	131.184	48.44	66.99	2013-09-02T19:00:00	131.311	131.315	131.186	
131.230	131.279	131.285	131.154	131.202	69.82	79.06	2013-09-02T18:30:00	131.278	
131.345	131.241	131.311	131.250	131.315	131.210	131.279	82.70	84.59	
2013-09-02T18:00:00	131.246	131.373	131.210	131.278	131.217	131.343	131.178	131.250	
84.65	86.22	2013-09-02T17:30:00	131.186	131.401	131.166	131.246	131.154	131.372	
131.138	131.217	86.41	88.71	2013-09-02T17:00:00	131.236	131.255	131.079	131.186	
131.205	131.228	131.051	131.154	87.59	89.38	2013-09-02T16:30:00	130.982	131.357	
130.965	131.236	130.950	131.326	130.937	131.205	92.14	86.27	2013-09-02T16:00:00	
130.670	131.079	130.651	130.982	130.640	131.049	130.619	130.950	88.43	
77.63	2013-09-02T15:30:00	130.312	130.675	130.319	130.670	130.290	130.650	130.289	
130.640	78.23	67.26	2013-09-02T15:00:00	130.259	130.360	130.249	130.312	130.229	
130.338	130.219	130.290	66.23	61.45	2013-09-02T14:30:00	130.252	130.315	130.249	
130.259	130.220	130.289	130.217	130.229	57.32	62.30	2013-09-02T14:00:00	130.182	
130.272	130.163	130.252	130.150	130.255	130.132	130.220	60.81	70.08	
2013-09-02T13:30:00	130.230	130.236	130.147	130.182	130.198	130.205	130.120	130.150	
68.78	78.03	2013-09-02T13:00:00	130.285	130.336	130.228	130.230	130.253	130.306	
130.198	130.198	80.66	80.00	2013-09-02T12:30:00	130.285	130.330	130.238	130.285	
130.255	130.301	130.209	130.253	84.66	78.25	2013-09-02T12:00:00	130.138	130.327	
130.111	130.285	130.111	130.300	130.079	130.255	74.68	75.43	2013-09-02T11:30:00	
130.064	130.141	130.016	130.138	130.032	130.111	129.986	130.111	75.41	
79.01	2013-09-02T11:00:00	130.146	130.171	129.989	130.064	130.114	130.140	129.957	
130.032	76.19	81.53	2013-09-02T10:30:00	130.077	130.171	130.067	130.146	130.049	
130.147	130.029	130.114	85.43	81.41	2013-09-02T10:00:00	130.077	130.119	130.047	
130.077	130.047	130.093	130.016	130.049	82.98	73.29	2013-09-02T09:30:00	130.063	
130.128	130.016	130.077	130.040	130.098	129.986	130.047	75.83	58.22	
2013-09-02T09:00:00	129.953	130.130	129.917	130.063	129.925	130.100	129.885	130.040	
61.07	39.56	2013-09-02T08:30:00	129.912	130.005	129.877	129.953	129.880	129.979	
129.845	129.925	37.76	21.46	2013-09-02T08:00:00	129.850	129.930	129.821	129.912	
129.820	129.902	129.793	129.880	19.85	11.31	2013-09-02T07:30:00	129.895	129.921	
129.811	129.850	129.856	129.883	129.772	129.820	6.79	14.13	2013-09-02T07:00:00	
130.001	130.008	129.881	129.895	129.921	129.952	129.827	129.856	7.29	
30.19	2013-09-02T06:30:00	130.040	130.083	129.976	130.001	129.967	130.019	129.920	
129.921	28.32	54.32	2013-09-02T06:00:00	130.118	130.142	129.985	130.040	130.032	
130.045	129.933	129.967	54.95	71.73	2013-09-02T05:30:00	130.155	130.263	130.092	
130.118	130.081	130.180	129.994	130.032	79.71	76.52	2013-09-02T05:00:00	130.201	
130.232	130.099	130.155	130.121	130.130	129.984	130.081	80.55	70.02	
2013-09-02T04:30:00	130.242	130.248	130.092	130.201	130.045	130.121	129.980	130.121	
69.30	63.63	2013-09-02T04:00:00	129.849	130.309	130.066	130.242	129.664	130.189	
129.951	130.045	60.20	64.62	2013-08-31T05:30:00	129.779	129.871	129.726	129.849	
129.694	129.779	129.642	129.664	61.38	67.93	2013-08-31T05:00:00	129.766	129.807	
129.738	129.779	129.734	129.775	129.676	129.694	72.28	66.26	2013-08-31T04:30:00	
129.754	129.773	129.693	129.766	129.727	129.743	129.661	129.734	70.13	
57.89	2013-08-31T04:00:00	129.676	129.817	129.667	129.754	129.647	129.787	129.639	
129.727	56.38	53.88	2013-08-31T03:30:00	129.626	129.682	129.585	129.676	129.598	
129.653	129.557	129.647	47.17	59.13	2013-08-31T03:00:00	129.673	129.689	129.582	
129.626	129.641	129.662	129.553	129.598	58.08	68.78	2013-08-31T02:30:00	129.749	
129.763	129.653	129.673	129.719	129.734	129.625	129.641	72.13	70.53	
2013-08-31T02:00:00	129.699	129.801	129.532	129.749	129.665	129.775	129.498	129.719	
76.14	63.78	2013-08-31T01:30:00	129.725	129.780	129.650	129.699	129.693	129.755	
129.623	129.665	63.30	49.81	2013-08-31T01:00:00	129.621	129.759	129.601	129.725	
129.595	129.729	129.573	129.693	51.89	36.26	2013-08-31T00:30:00	129.598	129.664	
129.533	129.621	129.570	129.639	129.506	129.595	34.24	26.77	2013-08-31T00:00:00	
129.397	129.658	129.382	129.598	129.367	129.633	129.360	129.570	22.66	
23.82	2013-08-30T23:30:00	129.772	129.799	129.319	129.397	129.744	129.768	129.294	
129.367	23.40	24.58	2013-08-30T23:00:00	129.932	129.951	129.718	129.772	129.903	
129.921	129.689	129.744	25.40	22.19	2013-08-30T22:30:00	129.801	129.979	129.736	
129.932	129.776	129.918	129.708	129.903	24.93	26.27	2013-08-30T22:00:00	129.846	
129.849	129.727	129.801	129.820	129.822	129.700	129.776	16.23	38.18	
2013-08-30T21:30:00	129.952	130.002	129.805	129.846	129.921	129.976	129.775	129.820	
37.64	58.90	2013-08-30T21:00:00	130.125	130.132	129.941	129.952	130.099	130.104	
129.910	129.921	60.68	72.35	2013-08-30T20:30:00	130.128	130.168	130.063	130.125	
130.099	130.139	130.032	130.099	78.39	75.41	2013-08-30T20:00:00	130.025	130.183	
129.975	130.128	130.001	130.155	129.946	130.099	77.97	72.64	2013-08-30T19:30:00	
130.049	130.090	129.990	130.025	130.017	130.062	129.961	130.001	69.88	
69.39	2013-08-30T19:00:00	129.893	130.108	129.892	130.049	129.863	130.082	129.862	
130.017	70.08	67.56	2013-08-30T18:30:00	129.976	130.024	129.888	129.893	129.945	
130.003	129.861	129.863	68.22	61.04	2013-08-30T18:00:00	129.934	130.099	129.928	
129.976	129.904	130.070	129.899	129.945	64.39	47.84	2013-08-30T17:30:00	129.829	
129.952	129.810	129.934	129.799	129.928	129.779	129.904	50.51	31.51	
2013-08-30T17:00:00	129.803	129.964	129.791	129.829	129.776	129.935	129.762	129.799	
28.63	17.59	2013-08-30T16:30:00	129.707	129.817	129.622	129.803	129.683	129.793	
129.592	129.776	15.40	10.70	2013-08-30T16:00:00	129.924	129.932	129.665	129.707	
129.895	129.903	129.637	129.683	8.74	14.70	2013-08-30T15:30:00	130.005	130.036	
129.907	129.924	129.974	130.013	129.875	129.895	7.97	26.16	2013-08-30T15:00:00	
130.026	130.076	129.966	130.005	129.996	130.050	129.937	129.974	27.38	
47.21	2013-08-30T14:30:00	130.173	130.193	130.011	130.026	130.145	130.163	129.980	
129.996	43.13	59.37	2013-08-30T14:00:00	130.152	130.210	130.103	130.173	130.126	
130.180	130.074	130.145	71.13	64.82	2013-08-30T13:30:00	130.133	130.262	130.108	
130.152	130.103	130.239	130.079	130.126	63.85	53.82	2013-08-30T13:00:00	130.062	
130.146	130.010	130.133	130.032	130.120	129.980	130.103	59.49	42.68	
2013-08-30T12:30:00	130.101	130.126	130.050	130.062	130.070	130.101	130.023	130.032	
38.14	30.09	2013-08-30T12:00:00	130.049	130.103	130.020	130.101	130.022	130.074	
129.991	130.070	30.43	21.89	2013-08-30T11:30:00	130.045	130.062	129.988	130.049	
130.018	130.034	129.960	130.022	21.71	17.68	2013-08-30T11:00:00	130.103	130.135	
129.975	130.045	130.074	130.110	129.947	130.018	13.54	20.34	2013-08-30T10:30:00	
130.048	130.177	130.040	130.103	130.024	130.150	130.010	130.074	17.80	
31.59	2013-08-30T10:00:00	130.185	130.240	130.048	130.048	130.163	130.212	130.019	
130.024	29.67	45.68	2013-08-30T09:30:00	130.250	130.259	130.131	130.185	130.221	
130.234	130.102	130.163	47.30	58.86	2013-08-30T09:00:00	130.157	130.351	130.118	
130.250	130.130	130.326	130.088	130.221	60.07	69.93	2013-08-30T08:30:00	130.194	
130.231	130.138	130.157	130.164	130.204	130.108	130.130	69.22	76.24	
2013-08-30T08:00:00	130.225	130.251	130.169	130.194	130.194	130.220	130.139	130.164	
80.49	77.62	2013-08-30T07:30:00	130.233	130.262	130.210	130.225	130.198	130.231	
130.180	130.194	79.02	72.53	2013-08-30T07:00:00	130.217	130.251	130.201	130.233	
130.149	130.220	130.150	130.198	73.34	66.52	2013-08-30T06:30:00	130.208	130.238	
130.061	130.217	130.164	130.187	130.009	130.149	65.24	61.15	2013-08-30T06:00:00	
130.267	130.263	130.178	130.208	130.160	130.193	130.066	130.164	60.99	
53.56	2013-08-30T05:30:00	130.115	130.267	130.115	130.267	130.088	130.223	130.085	
130.160	57.24	46.24	2013-08-30T05:00:00	130.129	130.161	130.113	130.115	130.096	
130.134	130.078	130.088	42.45	37.53	2013-08-30T04:30:00	130.101	130.132	130.082	
130.129	130.069	130.101	130.048	130.096	39.03	32.32	2013-08-30T04:00:00	130.149	
130.170	130.084	130.101	130.120	130.141	130.051	130.069	31.10	26.01	
2013-08-30T03:30:00	130.122	130.159	130.087	130.149	130.095	130.134	130.055	130.120	
26.82	26.69	2013-08-30T03:00:00	130.073	130.162	130.059	130.122	130.042	130.136	
130.029	130.095	20.11	34.52	2013-08-30T02:30:00	130.152	130.184	130.050	130.073	
130.125	130.154	130.025	130.042	33.13	50.56	2013-08-30T02:00:00	130.238	130.274	
130.111	130.152	130.210	130.249	130.082	130.125	50.32	61.59	2013-08-30T01:30:00	
130.210	130.244	130.116	130.238	130.178	130.214	130.091	130.210	68.22	
63.54	2013-08-30T01:00:00	130.245	130.250	130.159	130.210	130.219	130.224	130.130	
130.178	66.22	52.19	2013-08-30T00:30:00	130.230	130.303	130.192	130.245	130.199	
130.275	130.161	130.219	56.18	37.18	2013-08-30T00:00:00	130.191	130.248	130.144	
130.230	130.162	130.220	130.113	130.199	34.17	23.76	2013-08-29T23:30:00	130.099	
130.241	130.084	130.191	130.068	130.213	130.056	130.162	21.18	22.36	
2013-08-29T23:00:00	130.176	130.204	130.071	130.099	130.147	130.177	130.042	130.068	
15.92	31.44	2013-08-29T22:30:00	130.111	130.210	130.076	130.176	130.081	130.180	
130.045	130.147	29.98	49.00	2013-08-29T22:00:00	130.296	130.330	130.044	130.111	
130.270	130.300	130.017	130.081	48.42	63.05	2013-08-29T21:30:00	130.396	130.579	
130.242	130.296	130.276	130.530	130.211	130.270	68.61	65.51	2013-08-29T21:00:00	
130.217	130.396	130.200	130.396	130.190	130.346	130.168	130.276	72.11	
54.48	2013-08-29T20:30:00	130.208	130.266	130.179	130.217	130.185	130.241	130.150	
130.190	55.81	41.39	2013-08-29T20:00:00	130.114	130.227	130.097	130.208	130.086	
130.198	130.067	130.185	35.51	36.96	2013-08-29T19:30:00	130.051	130.156	130.017	
130.114	130.023	130.126	129.987	130.086	32.83	41.46	2013-08-29T19:00:00	130.207	
130.209	130.014	130.051	130.179	130.182	129.984	130.023	42.52	45.94	
2013-08-29T18:30:00	130.263	130.292	130.159	130.207	130.236	130.266	130.128	130.179	
49.01	45.09	2013-08-29T18:00:00	130.145	130.331	130.140	130.263	130.120	130.305	
130.110	130.236	46.28	44.35	2013-08-29T17:30:00	130.207	130.233	130.125	130.145	
130.177	130.210	130.094	130.120	39.98	48.64	2013-08-29T17:00:00	130.188	130.240	
130.031	130.207	130.160	130.211	130.006	130.177	46.80	56.01	2013-08-29T16:30:00	
130.229	130.352	130.144	130.188	130.199	130.323	130.115	130.160	59.14	
59.11	2013-08-29T16:00:00	130.283	130.413	130.202	130.229	130.254	130.384	130.173	
130.199	62.07	54.64	2013-08-29T15:30:00	130.190	130.335	130.035	130.283	130.160	
130.305	129.998	130.254	56.10	54.02	2013-08-29T15:00:00	130.154	130.239	130.125	
130.190	130.124	130.211	130.100	130.160	45.74	62.12	2013-08-29T14:30:00	130.139	
130.283	130.141	130.154	130.110	130.257	130.113	130.124	60.20	71.48	
2013-08-29T14:00:00	130.242	130.260	130.089	130.139	130.215	130.234	130.060	130.110	
80.43	68.59	2013-08-29T13:30:00	130.224	130.256	130.140	130.242	130.194	130.230	
130.113	130.215	73.80	49.06	2013-08-29T13:00:00	130.147	130.235	130.147	130.224	
130.117	130.206	130.119	130.194	51.53	29.31	2013-08-29T12:30:00	130.141	130.168	
130.082	130.147	130.114	130.143	130.055	130.117	21.84	14.69	2013-08-29T12:00:00	
130.035	130.159	130.004	130.141	130.006	130.138	129.974	130.114	14.54	
15.19	2013-08-29T11:30:00	130.109	130.155	130.007	130.035	130.079	130.133	129.976	
130.006	7.69	25.63	2013-08-29T11:00:00	130.119	130.183	130.059	130.109	130.092	
130.155	130.029	130.079	23.35	45.05	2013-08-29T10:30:00	130.428	130.444	130.094	
130.119	130.400	130.415	130.062	130.092	45.85	58.97	2013-08-29T10:00:00	130.474	
130.508	130.365	130.428	130.448	130.486	130.337	130.400	65.94	67.35	
2013-08-29T09:30:00	130.451	130.522	130.335	130.474	130.420	130.497	130.306	130.448	
65.12	70.70	2013-08-29T09:00:00	130.356	130.529	130.348	130.451	130.327	130.504	
130.318	130.420	70.98	78.23	2013-08-29T08:30:00	130.445	130.448	130.325	130.356	
130.413	130.420	130.296	130.327	76.01	80.84	2013-08-29T08:00:00	130.356	130.450	
130.316	130.445	130.328	130.424	130.284	130.413	87.71	75.62	2013-08-29T07:30:00	
130.386	130.381	130.280	130.356	130.348	130.344	130.249	130.328	78.80	
57.49	2013-08-29T07:00:00	130.369	130.403	130.319	130.386	130.313	130.363	130.279	
130.348	60.35	36.79	2013-08-29T06:30:00	130.338	130.410	130.311	130.369	130.230	
130.353	130.229	130.313	33.31	28.79	2013-08-29T06:00:00	130.317	130.378	130.271	
130.338	130.177	130.290	130.173	130.230	16.70	38.98	2013-08-29T05:30:00	130.291	
130.338	130.236	130.317	130.253	130.290	130.167	130.177	36.37	62.67	
2013-08-29T05:00:00	130.401	130.411	130.263	130.291	130.368	130.379	130.227	130.253	
63.89	80.09	2013-08-29T04:30:00	130.387	130.405	130.357	130.401	130.357	130.375	
130.326	130.368	87.74	89.18	2013-08-29T04:00:00	130.325	130.428	130.317	130.387	
130.292	130.402	130.286	130.357	88.65	85.77	2013-08-29T03:30:00	130.310	130.349	
130.277	130.325	130.278	130.316	130.252	130.292	91.15	76.54	2013-08-29T03:00:00	
130.322	130.334	130.249	130.310	130.292	130.306	130.218	130.278	77.50	
60.31	2013-08-29T02:30:00	130.229	130.333	130.192	130.322	130.197	130.306	130.162	
130.292	60.96	47.66	2013-08-29T02:00:00	130.221	130.253	130.090	130.229	130.189	
130.226	130.061	130.197	42.46	41.08	2013-08-29T01:30:00	130.157	130.248	130.128	
130.221	130.129	130.220	130.097	130.189	39.56	44.55	2013-08-29T01:00:00	130.156	
130.191	130.089	130.157	130.131	130.166	130.061	130.129	41.23	48.19	
2013-08-29T00:30:00	130.181	130.203	130.103	130.156	130.152	130.174	130.073	130.131	
52.88	50.23	2013-08-29T00:00:00	130.312	130.363	130.158	130.181	130.288	130.335	
130.128	130.152	50.47	49.12	2013-08-28T23:30:00	130.132	130.417	130.090	130.312	
130.105	130.391	130.060	130.288	47.32	55.65	2013-08-28T23:00:00	130.093	130.274	
129.998	130.132	130.063	130.245	129.963	130.105	49.56	63.54	2013-08-28T22:30:00	
130.333	130.409	129.982	130.093	130.305	130.378	129.951	130.063	70.07	
64.88	2013-08-28T22:00:00	130.317	130.437	130.277	130.333	130.293	130.408	130.248	
130.305	71.00	51.44	2013-08-28T21:30:00	130.090	130.343	130.071	130.317	130.059	
130.314	130.043	130.293	53.58	36.06	2013-08-28T21:00:00	130.041	130.119	129.987	
130.090	130.014	130.092	129.955	130.059	29.75	23.63	2013-08-28T20:30:00	130.021	
130.042	129.909	130.041	129.992	130.015	129.881	130.014	24.86	20.90	
2013-08-28T20:00:00	130.028	130.097	129.927	130.021	129.996	130.069	129.898	129.992	
16.28	21.61	2013-08-28T19:30:00	130.158	130.166	129.906	130.028	130.133	130.136	
129.875	129.996	21.56	29.71	2013-08-28T19:00:00	130.350	130.397	130.152	130.158	
130.324	130.368	130.125	130.133	27.00	37.33	2013-08-28T18:30:00	130.296	130.380	
130.235	130.350	130.267	130.352	130.211	130.324	40.57	47.28	2013-08-28T18:00:00	
130.313	130.323	130.207	130.296	130.286	130.295	130.180	130.267	44.42	
58.53	2013-08-28T17:30:00	130.332	130.433	130.276	130.313	130.303	130.409	130.247	
130.286	56.85	71.40	2013-08-28T17:00:00	130.459	130.480	130.276	130.332	130.427	
130.452	130.246	130.303	74.32	80.96	2013-08-28T16:30:00	130.329	130.571	130.306	
130.459	130.303	130.544	130.277	130.427	83.02	81.82	2013-08-28T16:00:00	130.200	
130.352	130.119	130.329	130.173	130.326	130.090	130.303	85.53	81.15	
2013-08-28T15:30:00	130.229	130.246	130.129	130.200	130.202	130.217	130.102	130.173	
76.91	75.20	2013-08-28T15:00:00	130.133	130.276	130.078	130.229	130.108	130.249	
130.051	130.202	81.02	71.84	2013-08-28T14:30:00	130.189	130.311	130.120	130.133	
130.164	130.281	130.091	130.108	67.67	61.93	2013-08-28T14:00:00	129.905	130.244	
129.836	130.189	129.882	130.217	129.807	130.164	66.83	51.68	2013-08-28T13:30:00	
129.998	130.058	129.839	129.905	129.974	130.033	129.810	129.882	51.29	
37.12	2013-08-28T13:00:00	129.920	130.077	129.823	129.998	129.901	130.046	129.793	
129.974	36.93	29.73	2013-08-28T12:30:00	129.920	129.925	129.740	129.920	129.895	
129.902	129.710	129.901	23.13	36.24	2013-08-28T12:00:00	130.038	130.098	129.920	
129.920	130.010	130.073	129.893	129.895	29.14	52.70	2013-08-28T11:30:00	130.022	
130.132	130.022	130.038	129.993	130.103	129.993	130.010	56.46	71.01	
2013-08-28T11:00:00	130.114	130.122	129.974	130.022	130.087	130.093	129.951	129.993	
72.50	81.65	2013-08-28T10:30:00	130.069	130.181	130.036	130.114	130.040	130.155	
130.008	130.087	84.08	80.79	2013-08-28T10:00:00	130.186	130.204	130.066	130.069	
130.157	130.179	130.034	130.040	88.38	69.31	2013-08-28T09:30:00	130.127	130.209	
129.991	130.186	130.095	130.180	129.959	130.157	69.90	51.99	2013-08-28T09:00:00	
129.762	130.127	129.732	130.127	129.731	130.099	129.701	130.095	49.64	
49.40	2013-08-28T08:30:00	129.982	130.068	129.676	129.762	129.954	130.040	129.644	
129.731	36.43	53.26	2013-08-28T08:00:00	130.032	130.075	129.950	129.982	129.997	
130.051	129.926	129.954	62.11	59.36	2013-08-28T07:30:00	130.099	130.148	130.002	
130.032	130.078	130.116	129.962	129.997	61.23	48.32	2013-08-28T07:00:00	129.961	
130.113	129.953	130.099	129.908	130.089	129.904	130.078	54.74	38.21	
2013-08-28T06:30:00	129.959	130.005	129.933	129.961	129.916	129.965	129.886	129.908	
28.99	32.17	2013-08-28T06:00:00	130.020	130.017	129.918	129.959	129.881	129.946	
129.867	129.916	30.91	33.94	2013-08-28T05:30:00	129.982	130.050	129.884	130.020	
129.949	129.988	129.846	129.881	36.61	32.89	2013-08-28T05:00:00	130.015	130.068	
129.980	129.982	129.984	130.038	129.948	129.949	34.28	27.69	2013-08-28T04:30:00	
129.945	130.052	129.922	130.015	129.911	130.019	129.890	129.984	27.79	
24.22	2013-08-28T04:00:00	129.978	130.062	129.913	129.945	129.949	130.031	129.882	
129.911	20.99	21.88	2013-08-28T03:30:00	130.043	130.068	129.974	129.978	130.010	
130.038	129.944	129.949	23.90	22.51	2013-08-28T03:00:00	130.023	130.096	129.907	
130.043	129.995	130.063	129.879	130.010	20.76	22.50	2013-08-28T02:30:00	129.978	
130.104	129.936	130.023	129.948	130.075	129.908	129.995	22.89	27.75	
2013-08-28T02:00:00	130.195	130.193	129.932	129.978	130.165	130.164	129.908	129.948	
23.85	35.37	2013-08-28T01:30:00	130.159	130.283	130.159	130.195	130.132	130.256	
130.131	130.165	36.52	45.85	2013-08-28T01:00:00	130.275	130.303	130.094	130.159	
130.245	130.274	130.064	130.132	45.74	51.06	2013-08-28T00:30:00	130.308	130.372	
130.197	130.275	130.280	130.344	130.170	130.245	55.27	55.37	2013-08-28T00:00:00	
130.195	130.355	130.166	130.308	130.168	130.329	130.137	130.280	52.16	
54.22	2013-08-27T23:30:00	130.102	130.234	130.077	130.195	130.078	130.207	130.048	
130.168	58.69	52.97	2013-08-27T23:00:00	130.458	130.520	130.052	130.102	130.378	
130.490	130.026	130.078	51.81	40.10	2013-08-27T22:30:00	130.080	130.461	130.079	
130.458	130.050	130.399	130.050	130.378	48.41	27.23	2013-08-27T22:00:00	130.058	
130.105	129.878	130.080	130.029	130.076	129.850	130.050	20.09	16.62	
2013-08-27T21:30:00	129.866	130.059	129.859	130.058	129.843	130.031	129.827	130.029	
13.20	22.33	2013-08-27T21:00:00	130.344	130.350	129.862	129.866	130.318	130.320	
129.830	129.843	16.58	31.83	2013-08-27T20:30:00	130.464	130.490	130.334	130.344	
130.435	130.462	130.304	130.318	37.22	37.53	2013-08-27T20:00:00	130.577	130.579	
130.418	130.464	130.549	130.551	130.389	130.435	41.70	29.85	2013-08-27T19:30:00	
130.483	130.582	130.454	130.577	130.454	130.557	130.428	130.549	33.67	
20.46	2013-08-27T19:00:00	130.448	130.553	130.420	130.483	130.421	130.524	130.389	
130.454	14.18	13.79	2013-08-27T18:30:00	130.488	130.525	130.322	130.448	130.458	
130.496	130.291	130.421	13.52	13.91	2013-08-27T18:00:00	130.630	130.702	130.454	
130.488	130.602	130.672	130.425	130.458	13.67	16.01	2013-08-27T17:30:00	130.566	
130.724	130.527	130.630	130.537	130.696	130.497	130.602	14.54	19.01	
