日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	
EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	2014-02-15T07:00:00	139.425	139.481	139.425	
39.90	28.80	2013-05-01T07:30:00	128.217	128.303	128.217	128.294	128.185	128.276	
128.185	128.262	29.15	22.31	2013-05-01T07:00:00	128.253	128.321	128.217	128.217	
128.203	128.286	128.183	128.185	17.37	22.09	2013-05-01T06:30:00	128.253	128.291	
128.166	128.253	128.204	128.243	128.136	128.203	20.41	32.46	2013-05-01T06:00:00	
128.302	128.449	128.226	128.253	128.244	128.341	128.172	128.204	28.49	
47.99	2013-05-01T05:30:00	128.325	128.436	128.262	128.302	128.295	128.403	128.220	
128.244	48.47	63.01	2013-05-01T05:00:00	128.397	128.428	128.281	128.325	128.365	
128.398	128.247	128.295	67.01	65.06	2013-05-01T04:30:00	128.417	128.471	128.339	
128.397	128.385	128.442	128.307	128.365	73.55	57.07	2013-05-01T04:00:00	128.367	
128.421	128.278	128.417	128.340	128.391	128.248	128.385	54.61	43.76	
2013-05-01T03:30:00	128.287	128.376	128.200	128.367	128.255	128.350	128.169	128.340	
43.05	43.18	2013-05-01T03:00:00	128.385	128.388	128.243	128.287	128.358	128.361	
128.212	128.255	33.61	48.45	2013-05-01T02:30:00	128.359	128.400	128.262	128.385	
128.328	128.369	128.232	128.358	52.87	62.54	2013-05-01T02:00:00	128.351	128.456	
128.329	128.359	128.322	128.429	128.297	128.328	58.86	71.32	2013-05-01T01:30:00	
128.309	128.392	128.251	128.351	128.279	128.362	128.222	128.322	75.89	
81.56	2013-05-01T01:00:00	128.455	128.528	128.298	128.309	128.428	128.499	128.272	
128.279	79.20	83.47	2013-05-01T00:30:00	128.401	128.533	128.329	128.455	128.369	
128.503	128.300	128.428	89.58	84.94	2013-05-01T00:00:00	128.445	128.535	128.299	
128.401	128.413	128.505	128.272	128.369	81.62	82.56	2013-04-30T23:30:00	128.012	
128.467	127.864	128.445	127.980	128.439	127.833	128.413	83.61	86.18	
2013-04-30T23:00:00	128.265	128.332	127.948	128.012	128.223	128.293	127.918	127.980	
82.44	86.87	2013-04-30T22:30:00	128.123	128.368	128.029	128.265	128.093	128.338	
128.000	128.223	92.49	84.56	2013-04-30T22:00:00	127.812	128.171	127.751	128.123	
127.784	128.142	127.720	128.093	85.69	74.86	2013-04-30T21:30:00	127.494	127.837	
127.417	127.812	127.465	127.811	127.386	127.784	75.52	65.83	2013-04-30T21:00:00	
127.495	127.533	127.354	127.494	127.465	127.504	127.325	127.465	63.37	
55.61	2013-04-30T20:30:00	127.567	127.579	127.412	127.495	127.537	127.553	127.383	
127.465	58.61	44.26	2013-04-30T20:00:00	127.612	127.612	127.476	127.567	127.581	
127.581	127.447	127.537	44.85	31.93	2013-04-30T19:30:00	127.399	127.621	127.323	
127.612	127.367	127.592	127.291	127.581	29.31	22.56	2013-04-30T19:00:00	127.430	
127.464	127.224	127.399	127.400	127.434	127.192	127.367	21.62	19.34	
2013-04-30T18:30:00	127.647	127.649	127.350	127.430	127.617	127.622	127.323	127.400	
16.75	18.30	2013-04-30T18:00:00	127.554	127.810	127.464	127.647	127.522	127.783	
127.432	127.617	19.65	19.09	2013-04-30T17:30:00	127.879	127.942	127.509	127.554	
127.851	127.913	127.480	127.522	18.50	19.81	2013-04-30T17:00:00	127.933	128.008	
127.819	127.879	127.905	127.979	127.790	127.851	19.11	18.28	2013-04-30T16:30:00	
127.845	127.976	127.803	127.933	127.815	127.949	127.779	127.905	21.83	
20.54	2013-04-30T16:00:00	127.958	128.057	127.791	127.845	127.929	128.031	127.761	
127.815	13.89	27.43	2013-04-30T15:30:00	127.850	127.984	127.795	127.958	127.824	
127.957	127.767	127.929	25.89	42.75	2013-04-30T15:00:00	128.232	128.232	127.833	
127.850	128.201	128.201	127.805	127.824	42.52	54.19	2013-04-30T14:30:00	128.310	
128.316	128.160	128.232	128.281	128.286	128.128	128.201	59.84	56.71	
2013-04-30T14:00:00	128.261	128.360	128.122	128.310	128.231	128.333	128.091	128.281	
60.22	50.13	2013-04-30T13:30:00	128.275	128.330	128.233	128.261	128.246	128.300	
128.202	128.231	50.06	41.78	2013-04-30T13:00:00	128.280	128.352	128.259	128.275	
128.250	128.323	128.230	128.246	40.10	37.53	2013-04-30T12:30:00	128.233	128.283	
128.159	128.280	128.201	128.253	128.128	128.250	35.18	40.84	2013-04-30T12:00:00	
128.220	128.260	128.148	128.233	128.190	128.230	128.116	128.201	37.30	
50.89	2013-04-30T11:30:00	128.305	128.330	128.168	128.220	128.275	128.301	128.138	
128.190	50.04	58.23	2013-04-30T11:00:00	128.341	128.425	128.245	128.305	128.311	
128.395	128.213	128.275	65.34	62.01	2013-04-30T10:30:00	128.393	128.401	128.254	
128.341	128.363	128.371	128.227	128.311	59.30	56.74	2013-04-30T10:00:00	128.191	
128.476	128.191	128.393	128.161	128.447	128.161	128.363	61.39	57.86	
2013-04-30T09:30:00	128.269	128.273	128.100	128.191	128.239	128.244	128.070	128.161	
49.54	59.04	2013-04-30T09:00:00	128.194	128.292	128.157	128.269	128.162	128.262	
128.127	128.239	62.66	69.27	2013-04-30T08:30:00	128.261	128.315	128.158	128.194	
128.231	128.276	128.126	128.162	64.92	70.40	2013-04-30T08:00:00	128.187	128.351	
128.135	128.261	128.156	128.321	128.105	128.231	80.22	67.89	2013-04-30T07:30:00	
128.211	128.224	128.165	128.187	128.181	128.194	128.133	128.156	66.06	
53.24	2013-04-30T07:00:00	128.133	128.224	128.080	128.211	128.081	128.194	128.046	
128.181	57.37	42.00	2013-04-30T06:30:00	128.213	128.260	128.123	128.133	128.170	
128.217	128.073	128.081	36.30	28.53	2013-04-30T06:00:00	128.111	128.213	128.057	
128.213	128.046	128.170	127.952	128.170	32.34	24.68	2013-04-30T05:30:00	128.058	
128.122	128.003	128.111	128.027	128.071	127.969	128.046	16.95	26.39	
2013-04-30T05:00:00	128.211	128.211	127.952	128.058	128.181	128.181	127.915	128.027	
24.76	36.67	2013-04-30T04:30:00	128.338	128.447	128.201	128.211	128.306	128.416	
128.168	128.181	37.45	41.63	2013-04-30T04:00:00	128.365	128.400	128.277	128.338	
128.335	128.370	128.245	128.306	47.79	40.70	2013-04-30T03:30:00	128.344	128.472	
128.341	128.365	128.317	128.442	128.310	128.335	39.67	32.77	2013-04-30T03:00:00	
128.307	128.344	128.210	128.344	128.279	128.317	128.179	128.317	34.64	
31.76	2013-04-30T02:30:00	128.386	128.414	128.294	128.307	128.358	128.388	128.262	
128.279	24.01	35.27	2013-04-30T02:00:00	128.311	128.416	128.217	128.386	128.282	
128.386	128.189	128.358	36.63	51.49	2013-04-30T01:30:00	128.381	128.470	128.301	
128.311	128.349	128.440	128.270	128.282	45.18	67.54	2013-04-30T01:00:00	128.415	
128.589	128.348	128.381	128.383	128.565	128.323	128.349	72.67	83.27	
2013-04-30T00:30:00	128.520	128.586	128.405	128.415	128.490	128.555	128.375	128.383	
84.77	84.60	2013-04-30T00:00:00	128.595	128.598	128.416	128.520	128.567	128.571	
128.384	128.490	92.38	74.87	2013-04-29T23:30:00	128.414	128.607	128.334	128.595	
128.386	128.581	128.305	128.567	76.66	55.42	2013-04-29T23:00:00	128.075	128.458	
128.006	128.414	128.043	128.428	127.974	128.386	55.59	43.46	2013-04-29T22:30:00	
128.050	128.159	127.953	128.075	128.022	128.132	127.923	128.043	34.01	
43.53	2013-04-29T22:00:00	128.019	128.153	127.948	128.050	127.988	128.124	127.916	
128.022	40.77	49.91	2013-04-29T21:30:00	128.173	128.218	127.881	128.019	128.139	
128.192	127.850	127.988	55.81	54.74	2013-04-29T21:00:00	128.126	128.372	128.116	
128.173	128.095	128.343	128.084	128.139	53.15	53.66	2013-04-29T20:30:00	127.913	
128.195	127.911	128.126	127.882	128.166	127.879	128.095	55.27	53.31	
2013-04-29T20:00:00	128.062	128.155	127.905	127.913	128.032	128.127	127.874	127.882	
52.55	50.75	2013-04-29T19:30:00	128.078	128.196	128.054	128.062	128.052	128.166	
128.023	128.032	52.12	46.90	2013-04-29T19:00:00	127.906	128.109	127.871	128.078	
127.875	128.082	127.840	128.052	47.59	48.23	2013-04-29T18:30:00	128.001	128.012	
127.841	127.906	127.971	127.982	127.811	127.875	40.99	54.10	2013-04-29T18:00:00	
127.964	128.119	127.849	128.001	127.948	128.089	127.818	127.971	56.13	
67.38	2013-04-29T17:30:00	127.985	127.987	127.805	127.964	127.957	127.957	127.774	
127.948	65.18	76.25	2013-04-29T17:00:00	128.127	128.190	127.961	127.985	128.097	
128.161	127.931	127.957	80.82	83.39	2013-04-29T16:30:00	128.228	128.344	128.074	
128.127	128.196	128.314	128.044	128.097	82.76	79.72	2013-04-29T16:00:00	127.645	
128.236	127.627	128.228	127.615	128.206	127.596	128.196	86.60	77.81	
2013-04-29T15:30:00	127.743	127.758	127.583	127.645	127.715	127.728	127.551	127.615	
69.78	72.73	2013-04-29T15:00:00	127.376	127.794	127.351	127.743	127.346	127.767	
127.319	127.715	77.04	75.67	2013-04-29T14:30:00	127.521	127.521	127.293	127.376	
127.489	127.489	127.261	127.346	71.35	69.23	2013-04-29T14:00:00	127.404	127.546	
127.392	127.521	127.374	127.517	127.363	127.489	78.61	60.50	2013-04-29T13:30:00	
127.351	127.503	127.330	127.404	127.320	127.474	127.300	127.374	57.73	
44.15	2013-04-29T13:00:00	127.232	127.369	127.227	127.351	127.203	127.341	127.196	
127.320	45.17	32.82	2013-04-29T12:30:00	127.280	127.352	127.214	127.232	127.251	
127.322	127.185	127.203	29.56	23.32	2013-04-29T12:00:00	127.213	127.305	127.209	
127.280	127.180	127.275	127.178	127.251	23.73	19.95	2013-04-29T11:30:00	127.146	
127.312	127.125	127.213	127.114	127.282	127.092	127.180	16.67	20.84	
2013-04-29T11:00:00	127.369	127.468	127.072	127.146	127.339	127.438	127.041	127.114	
19.46	24.93	2013-04-29T10:30:00	127.612	127.628	127.295	127.369	127.583	127.598	
127.265	127.339	26.39	27.17	2013-04-29T10:00:00	127.646	127.651	127.521	127.612	
127.615	127.622	127.491	127.583	28.95	28.97	2013-04-29T09:30:00	127.638	127.664	
127.594	127.646	127.604	127.634	127.564	127.615	26.18	33.78	2013-04-29T09:00:00	
127.636	127.702	127.566	127.638	127.609	127.670	127.536	127.604	31.79	
39.52	2013-04-29T08:30:00	127.755	127.790	127.596	127.636	127.725	127.760	127.565	
127.609	43.39	47.74	2013-04-29T08:00:00	127.794	127.808	127.596	127.755	127.762	
127.780	127.565	127.725	43.39	51.51	2013-04-29T07:30:00	127.643	127.801	127.582	
127.794	127.609	127.769	127.550	127.762	56.46	58.98	2013-04-29T07:00:00	127.983	
127.983	127.541	127.643	127.916	127.949	127.503	127.609	54.68	61.09	
2013-04-29T06:30:00	127.808	128.051	127.778	127.983	127.741	127.954	127.711	127.916	
65.80	60.22	2013-04-29T06:00:00	127.883	127.964	127.768	127.808	127.733	127.901	
127.701	127.741	62.80	51.91	2013-04-29T05:30:00	127.887	127.909	127.812	127.883	
127.799	127.810	127.728	127.733	52.07	39.54	2013-04-29T05:00:00	127.780	127.946	
127.780	127.887	127.654	127.859	127.625	127.799	40.87	29.53	2013-04-29T04:30:00	
127.826	127.853	127.731	127.780	127.683	127.767	127.626	127.654	25.69	
24.29	2013-04-29T04:00:00	127.872	127.895	127.697	127.826	127.762	127.762	127.567	
127.683	22.05	29.76	2013-04-27T05:30:00	127.721	127.887	127.665	127.872	127.657	
127.782	127.603	127.762	25.15	44.33	2013-04-27T05:00:00	127.874	127.882	127.661	
127.721	127.844	127.855	127.616	127.657	42.08	63.80	2013-04-27T04:30:00	128.007	
128.034	127.766	127.874	127.979	128.004	127.734	127.844	65.77	76.90	
2013-04-27T04:00:00	127.968	128.096	127.937	128.007	127.940	128.066	127.905	127.979	
83.55	84.02	2013-04-27T03:30:00	127.908	128.103	127.908	127.968	127.878	128.072	
127.878	127.940	81.39	83.04	2013-04-27T03:00:00	127.807	127.998	127.786	127.908	
127.775	127.968	127.755	127.878	87.13	80.55	2013-04-27T02:30:00	127.849	127.931	
127.776	127.807	127.818	127.901	127.745	127.775	80.61	70.82	2013-04-27T02:00:00	
127.497	127.858	127.495	127.849	127.467	127.835	127.464	127.818	73.91	
61.27	2013-04-27T01:30:00	127.562	127.666	127.441	127.497	127.531	127.638	127.410	
127.467	57.95	48.65	2013-04-27T01:00:00	127.533	127.579	127.359	127.562	127.501	
127.551	127.331	127.531	51.94	36.98	2013-04-27T00:30:00	127.597	127.631	127.351	
127.533	127.569	127.605	127.322	127.501	36.06	23.57	2013-04-27T00:00:00	127.275	
127.610	127.239	127.597	127.245	127.584	127.213	127.569	22.94	14.97	
2013-04-26T23:30:00	127.436	127.537	127.159	127.275	127.406	127.507	127.130	127.245	
11.70	13.93	2013-04-26T23:00:00	127.751	127.850	127.332	127.436	127.720	127.820	
127.305	127.406	10.28	17.44	2013-04-26T22:30:00	127.831	127.916	127.627	127.751	
127.802	127.881	127.595	127.720	19.82	24.57	2013-04-26T22:00:00	128.059	128.071	
127.801	127.831	128.027	128.039	127.769	127.802	22.22	30.93	2013-04-26T21:30:00	
128.174	128.262	127.787	128.059	128.122	128.228	127.759	128.027	31.67	
37.93	2013-04-26T21:00:00	128.322	128.339	128.094	128.174	128.291	128.310	128.026	
128.122	38.91	41.22	2013-04-26T20:30:00	128.425	128.482	128.317	128.322	128.395	
128.452	128.287	128.291	43.21	40.15	2013-04-26T20:00:00	128.395	128.451	128.314	
128.425	128.364	128.421	128.282	128.395	41.55	36.54	2013-04-26T19:30:00	128.381	
128.481	128.277	128.395	128.349	128.451	128.246	128.364	35.69	32.59	
2013-04-26T19:00:00	128.494	128.495	128.239	128.381	128.464	128.467	128.209	128.349	
32.38	35.08	2013-04-26T18:30:00	128.475	128.531	128.210	128.494	128.444	128.501	
128.180	128.464	29.68	43.19	2013-04-26T18:00:00	128.471	128.566	128.345	128.475	
128.441	128.536	128.313	128.444	43.18	55.31	2013-04-26T17:30:00	128.726	128.741	
128.426	128.471	128.696	128.711	128.393	128.441	56.71	58.10	2013-04-26T17:00:00	
128.567	128.781	128.507	128.726	128.537	128.751	128.475	128.696	66.05	
54.35	2013-04-26T16:30:00	128.447	128.873	128.392	128.567	128.417	128.843	128.360	
128.537	51.54	44.02	2013-04-26T16:00:00	128.514	128.826	128.363	128.447	128.483	
128.796	128.331	128.417	45.46	36.41	2013-04-26T15:30:00	128.610	128.728	128.499	
128.514	128.578	128.701	128.467	128.483	35.04	28.10	2013-04-26T15:00:00	128.321	
128.756	128.001	128.610	128.291	128.724	127.961	128.578	28.73	29.76	
2013-04-26T14:30:00	128.360	128.538	128.295	128.321	128.326	128.507	128.265	128.291	
20.52	40.06	2013-04-26T14:00:00	128.766	128.912	128.089	128.360	128.734	128.882	
128.052	128.326	40.01	56.14	2013-04-26T13:30:00	129.212	129.308	128.708	128.766	
129.174	129.272	128.676	128.734	59.64	61.85	2013-04-26T13:00:00	129.234	129.279	
129.033	129.212	129.199	129.247	128.977	129.174	68.78	55.36	2013-04-26T12:30:00	
128.942	129.411	128.910	129.234	128.910	129.363	128.878	129.199	57.14	
49.39	2013-04-26T12:00:00	128.884	128.992	128.783	128.942	128.852	128.959	128.751	
128.910	40.18	51.42	2013-04-26T11:30:00	128.842	128.919	128.583	128.884	128.812	
128.889	128.552	128.852	50.86	60.13	2013-04-26T11:00:00	129.216	129.238	128.662	
128.842	129.187	129.208	128.626	128.812	63.22	57.97	2013-04-26T10:30:00	129.203	
129.246	129.021	129.216	129.173	129.217	128.993	129.187	66.31	47.53	
2013-04-26T10:00:00	129.020	129.300	129.001	129.203	128.993	129.270	128.969	129.173	
44.39	35.25	2013-04-26T09:30:00	128.918	129.090	128.892	129.020	128.888	129.062	
128.860	128.993	31.89	37.28	2013-04-26T09:00:00	129.202	129.288	128.843	128.918	
129.169	129.257	128.811	128.888	29.48	48.03	2013-04-26T08:30:00	129.183	129.267	
129.117	129.202	129.136	129.234	129.085	129.169	50.46	62.71	2013-04-26T08:00:00	
129.274	129.301	129.180	129.183	129.242	129.269	129.136	129.136	64.15	
70.84	2013-04-26T07:30:00	129.273	129.318	129.229	129.274	129.242	129.288	129.197	
129.242	73.52	67.89	2013-04-26T07:00:00	129.239	129.289	129.211	129.273	129.188	
129.260	129.182	129.242	74.86	59.23	2013-04-26T06:30:00	129.292	129.321	129.207	
129.239	129.244	129.276	129.143	129.188	55.30	44.99	2013-04-26T06:00:00	129.161	
129.415	129.147	129.292	129.103	129.279	129.068	129.244	47.52	35.69	
2013-04-26T05:30:00	129.230	129.270	129.136	129.161	129.193	129.239	129.098	129.103	
32.16	29.02	2013-04-26T05:00:00	129.232	129.292	129.192	129.230	129.200	129.262	
129.161	129.193	27.39	29.22	2013-04-26T04:30:00	129.089	129.266	129.089	129.232	
129.061	129.235	129.057	129.200	27.50	38.55	2013-04-26T04:00:00	129.322	129.322	
129.045	129.089	129.290	129.291	129.013	129.061	32.76	48.16	2013-04-26T03:30:00	
129.382	129.422	129.274	129.322	129.350	129.391	129.249	129.290	55.41	
52.48	2013-04-26T03:00:00	129.359	129.546	129.336	129.382	129.327	129.518	129.304	
129.350	56.31	43.44	2013-04-26T02:30:00	129.301	129.397	129.301	129.359	129.271	
129.367	129.271	129.327	45.72	32.86	2013-04-26T02:00:00	129.266	129.342	129.194	
129.301	129.234	129.312	129.162	129.271	28.29	26.29	2013-04-26T01:30:00	129.264	
129.325	129.228	129.266	129.233	129.295	129.197	129.234	24.56	25.91	
2013-04-26T01:00:00	129.300	129.323	129.210	129.264	129.271	129.292	129.178	129.233	
26.01	24.89	2013-04-26T00:30:00	129.319	129.405	129.228	129.300	129.289	129.375	
129.196	129.271	27.15	22.08	2013-04-26T00:00:00	129.391	129.472	129.276	129.319	
129.363	129.444	129.246	129.289	21.51	16.81	2013-04-25T23:30:00	129.265	129.465	
129.245	129.391	129.236	129.434	129.214	129.363	17.60	18.20	2013-04-25T23:00:00	
129.411	129.462	129.191	129.265	129.379	129.432	129.162	129.236	11.31	
28.75	2013-04-25T22:30:00	129.452	129.588	129.334	129.411	129.420	129.559	129.302	
129.379	25.70	45.66	2013-04-25T22:00:00	129.623	129.693	129.404	129.452	129.594	
129.662	129.372	129.420	49.23	56.51	2013-04-25T21:30:00	129.736	129.895	129.597	
129.623	129.709	129.865	129.565	129.594	62.05	56.32	2013-04-25T21:00:00	129.525	
129.819	129.523	129.736	129.494	129.789	129.491	129.709	58.25	49.57	
2013-04-25T20:30:00	129.551	129.621	129.483	129.525	129.521	129.593	129.454	129.494	
48.66	45.38	2013-04-25T20:00:00	129.584	129.752	129.531	129.551	129.554	129.724	
129.500	129.521	41.81	45.48	2013-04-25T19:30:00	129.400	129.622	129.310	129.584	
129.369	129.594	129.280	129.554	45.68	55.61	2013-04-25T19:00:00	129.506	129.617	
129.400	129.400	129.475	129.587	129.367	129.369	48.95	64.65	2013-04-25T18:30:00	
129.598	129.698	129.396	129.506	129.568	129.668	129.365	129.475	72.21	
69.61	2013-04-25T18:00:00	129.718	129.880	129.530	129.598	129.688	129.850	129.498	
129.568	72.79	63.22	2013-04-25T17:30:00	129.390	129.734	129.217	129.718	129.359	
129.705	129.185	129.688	63.81	56.80	2013-04-25T17:00:00	129.314	129.434	129.292	
129.390	129.284	129.405	129.261	129.359	53.07	52.59	2013-04-25T16:30:00	129.499	
129.508	129.067	129.314	129.468	129.479	129.037	129.284	53.51	45.68	
2013-04-25T16:00:00	129.447	129.645	129.397	129.499	129.417	129.616	129.365	129.468	
51.19	38.89	2013-04-25T15:30:00	129.289	129.517	129.220	129.447	129.261	129.490	
129.189	129.417	32.35	29.46	2013-04-25T15:00:00	129.358	129.421	129.099	129.289	
129.327	129.397	129.068	129.261	33.14	26.41	2013-04-25T14:30:00	129.637	129.710	
129.322	129.358	129.607	129.681	129.290	129.327	22.89	18.72	2013-04-25T14:00:00	
129.483	129.642	129.444	129.637	129.453	129.611	129.416	129.607	23.19	
17.77	2013-04-25T13:30:00	129.628	129.640	129.483	129.483	129.597	129.611	129.451	
129.453	10.09	20.63	2013-04-25T13:00:00	129.690	129.712	129.605	129.628	129.659	
129.683	129.578	129.597	20.03	32.64	2013-04-25T12:30:00	129.673	129.742	129.650	
129.690	129.645	129.714	129.621	129.659	31.76	46.33	2013-04-25T12:00:00	129.726	
129.765	129.642	129.673	129.695	129.738	129.614	129.645	46.12	61.52	
2013-04-25T11:30:00	129.737	129.804	129.677	129.726	129.705	129.775	129.649	129.695	
61.09	74.13	2013-04-25T11:00:00	129.781	129.800	129.633	129.737	129.753	129.770	
129.602	129.705	77.34	83.93	2013-04-25T10:30:00	129.827	129.916	129.733	129.781	
129.795	129.887	129.703	129.753	83.95	81.20	2013-04-25T10:00:00	129.633	129.851	
129.567	129.827	129.605	129.826	129.539	129.795	90.50	77.74	2013-04-25T09:30:00	
129.623	129.690	129.590	129.633	129.591	129.659	129.558	129.605	69.13	
68.84	2013-04-25T09:00:00	129.431	129.631	129.424	129.623	129.404	129.604	129.394	
129.591	73.59	70.67	2013-04-25T08:30:00	129.574	129.574	129.373	129.431	129.544	
129.546	129.343	129.404	63.79	64.65	2013-04-25T08:00:00	129.549	129.577	129.513	
129.574	129.517	129.548	129.482	129.544	74.62	58.73	2013-04-25T07:30:00	129.537	
129.581	129.509	129.549	129.516	129.550	129.477	129.517	55.55	45.24	
2013-04-25T07:00:00	129.535	129.567	129.489	129.537	129.487	129.550	129.460	129.516	
46.02	41.83	2013-04-25T06:30:00	129.528	129.541	129.482	129.535	129.482	129.496	
129.436	129.487	34.17	46.95	2013-04-25T06:00:00	129.545	129.578	129.488	129.528	
129.484	129.544	129.389	129.482	45.30	59.08	2013-04-25T05:30:00	129.597	129.613	
129.478	129.545	129.565	129.584	129.441	129.484	61.37	69.39	2013-04-25T05:00:00	
129.621	129.624	129.531	129.597	129.593	129.594	129.502	129.565	70.57	
73.81	2013-04-25T04:30:00	129.481	129.671	129.473	129.621	129.452	129.640	129.444	
129.593	76.25	78.46	2013-04-25T04:00:00	129.584	129.630	129.459	129.481	129.555	
129.601	129.428	129.452	74.60	80.72	2013-04-25T03:30:00	129.534	129.610	129.510	
129.584	129.502	129.582	129.479	129.555	84.55	84.87	2013-04-25T03:00:00	129.420	
129.628	129.399	129.534	129.389	129.598	129.368	129.502	83.03	86.86	
2013-04-25T02:30:00	129.423	129.461	129.351	129.420	129.393	129.433	129.321	129.389	
87.03	87.94	2013-04-25T02:00:00	129.313	129.485	129.309	129.423	129.283	129.457	
129.277	129.393	90.52	85.65	2013-04-25T01:30:00	129.298	129.335	129.219	129.313	
