日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	MVA	2014-02-15T07:00:00	139.425	139.481	
2013-06-21T07:00:00	128.751	128.907	128.737	128.820	128.683	128.876	128.693	128.788	
128.702	2013-06-21T06:30:00	128.745	128.827	128.613	128.751	128.614	128.753	128.540	
128.683	128.632	2013-06-21T06:00:00	128.625	128.791	128.510	128.745	128.489	128.720	
128.409	128.614	128.676	2013-06-21T05:30:00	128.883	128.942	128.523	128.625	128.851	
128.911	128.454	128.489	128.820	2013-06-21T05:00:00	128.771	128.918	128.745	128.883	
128.732	128.895	128.702	128.851	128.988	2013-06-21T04:30:00	128.790	128.936	128.685	
128.771	128.758	128.898	128.649	128.732	129.097	2013-06-21T04:00:00	128.331	128.889	
128.228	128.790	128.295	128.864	128.197	128.758	129.233	2013-06-21T03:30:00	129.019	
129.068	128.323	128.331	128.991	129.039	128.288	128.295	129.370	2013-06-21T03:00:00	
129.647	129.657	129.019	129.019	129.626	129.631	128.991	128.991	129.528	
2013-06-21T02:30:00	129.691	129.709	129.471	129.647	129.661	129.679	129.449	129.626	
129.559	2013-06-21T02:00:00	129.643	129.701	129.538	129.691	129.616	129.669	129.509	
129.661	129.473	2013-06-21T01:30:00	129.715	129.738	129.519	129.643	129.686	129.713	
129.489	129.616	129.391	2013-06-21T01:00:00	129.748	129.835	129.624	129.715	129.718	
129.805	129.594	129.686	129.326	2013-06-21T00:30:00	129.423	129.773	129.294	129.748	
129.396	129.744	129.273	129.718	129.237	2013-06-21T00:00:00	129.241	129.571	129.136	
129.423	129.213	129.543	129.107	129.396	129.148	2013-06-20T23:30:00	129.050	129.355	
128.846	129.241	129.023	129.327	128.814	129.213	129.134	2013-06-20T23:00:00	129.171	
129.450	128.957	129.050	129.087	129.400	128.928	129.023	129.157	2013-06-20T22:30:00	
129.186	129.217	128.886	129.171	129.159	129.188	128.854	129.087	129.158	
2013-06-20T22:00:00	129.092	129.247	128.921	129.186	129.063	129.218	128.891	129.159	
129.150	2013-06-20T21:30:00	129.127	129.185	128.930	129.092	129.095	129.151	128.886	
129.063	129.165	2013-06-20T21:00:00	129.327	129.430	129.117	129.127	129.296	129.400	
129.085	129.095	129.210	2013-06-20T20:30:00	129.408	129.504	129.258	129.327	129.379	
129.474	129.227	129.296	129.249	2013-06-20T20:00:00	129.056	129.422	128.995	129.408	
129.025	129.398	128.963	129.379	129.306	2013-06-20T19:30:00	129.059	129.166	128.916	
129.056	129.034	129.136	128.886	129.025	129.352	2013-06-20T19:00:00	129.290	129.421	
129.029	129.059	129.262	129.394	128.997	129.034	129.450	2013-06-20T18:30:00	129.408	
129.595	129.290	129.290	129.376	129.567	129.261	129.262	129.474	2013-06-20T18:00:00	
129.399	129.566	129.229	129.408	129.369	129.537	129.188	129.376	129.425	
2013-06-20T17:30:00	129.726	129.765	129.328	129.399	129.699	129.736	129.300	129.369	
129.303	2013-06-20T17:00:00	129.737	129.927	129.658	129.726	129.699	129.891	129.624	
129.699	129.189	2013-06-20T16:30:00	129.745	129.789	129.412	129.737	129.708	129.752	
129.376	129.699	129.004	2013-06-20T16:00:00	129.244	129.799	129.164	129.745	129.206	
129.769	129.131	129.708	128.844	2013-06-20T15:30:00	128.946	129.437	128.873	129.244	
128.917	129.390	128.841	129.206	128.710	2013-06-20T15:00:00	128.555	129.011	128.549	
128.946	128.521	128.980	128.515	128.917	128.587	2013-06-20T14:30:00	128.605	128.681	
128.515	128.555	128.570	128.646	128.477	128.521	128.501	2013-06-20T14:00:00	128.432	
128.639	128.324	128.605	128.408	128.607	128.292	128.570	128.444	2013-06-20T13:30:00	
128.609	128.690	128.429	128.432	128.577	128.661	128.398	128.408	128.368	
2013-06-20T13:00:00	128.809	128.828	128.564	128.609	128.772	128.798	128.529	128.577	
128.326	2013-06-20T12:30:00	128.374	128.830	128.319	128.809	128.343	128.800	128.288	
128.772	128.270	2013-06-20T12:00:00	128.348	128.381	128.204	128.374	128.316	128.351	
128.173	128.343	128.139	2013-06-20T11:30:00	128.147	128.481	128.121	128.348	128.119	
128.451	128.089	128.316	128.128	2013-06-20T11:00:00	128.073	128.244	128.053	128.147	
128.043	128.213	128.022	128.119	128.134	2013-06-20T10:30:00	128.143	128.191	127.889	
128.073	128.113	128.164	127.863	128.043	128.174	2013-06-20T10:00:00	128.210	128.422	
128.098	128.143	128.182	128.391	128.067	128.113	128.209	2013-06-20T09:30:00	127.884	
128.233	127.886	128.210	127.855	128.204	127.857	128.182	128.195	2013-06-20T09:00:00	
128.301	128.378	127.847	127.884	128.269	128.348	127.809	127.855	128.190	
2013-06-20T08:30:00	128.386	128.510	128.245	128.301	128.354	128.479	128.208	128.269	
128.230	2013-06-20T08:00:00	128.437	128.456	128.270	128.386	128.405	128.426	128.236	
128.354	128.205	2013-06-20T07:30:00	128.330	128.549	128.319	128.437	128.287	128.508	
128.282	128.405	128.184	2013-06-20T07:00:00	128.075	128.405	128.066	128.330	128.015	
128.364	128.015	128.287	128.185	2013-06-20T06:30:00	128.211	128.274	128.068	128.075	
128.145	128.166	128.009	128.015	128.138	2013-06-20T06:00:00	128.300	128.356	128.041	
128.211	128.133	128.236	127.977	128.145	128.173	2013-06-20T05:30:00	128.125	128.346	
128.047	128.300	128.093	128.290	128.009	128.133	128.132	2013-06-20T05:00:00	128.235	
128.319	127.630	128.125	128.208	128.287	127.602	128.093	128.047	2013-06-20T04:30:00	
128.457	128.778	128.229	128.235	128.414	128.748	128.204	128.208	127.968	
2013-06-20T04:00:00	127.997	128.546	127.963	128.457	127.955	128.502	127.916	128.414	
127.888	2013-06-20T03:30:00	128.310	128.780	127.942	127.997	128.263	128.746	127.888	
127.955	127.776	2013-06-20T03:00:00	127.976	128.555	127.565	128.310	127.857	128.512	
127.514	128.263	127.702	2013-06-20T02:30:00	127.568	128.082	127.547	127.976	127.538	
127.976	127.519	127.857	127.568	2013-06-20T02:00:00	127.572	127.605	127.500	127.568	
127.541	127.573	127.472	127.538	127.488	2013-06-20T01:30:00	127.676	127.676	127.526	
127.572	127.647	127.646	127.497	127.541	127.452	2013-06-20T01:00:00	127.659	127.693	
127.601	127.676	127.630	127.662	127.573	127.647	127.416	2013-06-20T00:30:00	127.465	
127.687	127.452	127.659	127.437	127.658	127.422	127.630	127.359	2013-06-20T00:00:00	
127.354	127.492	127.342	127.465	127.325	127.461	127.311	127.437	127.322	
2013-06-19T23:30:00	127.327	127.362	127.251	127.354	127.295	127.338	127.220	127.325	
127.320	2013-06-19T23:00:00	127.319	127.408	127.280	127.327	127.289	127.378	127.249	
127.295	127.327	2013-06-19T22:30:00	127.317	127.347	127.189	127.319	127.288	127.319	
127.158	127.289	127.352	2013-06-19T22:00:00	127.283	127.366	127.281	127.317	127.251	
127.341	127.250	127.288	127.375	2013-06-19T21:30:00	127.397	127.394	127.252	127.283	
127.366	127.364	127.223	127.251	127.373	2013-06-19T21:00:00	127.450	127.519	127.359	
127.397	127.426	127.487	127.333	127.366	127.382	2013-06-19T20:30:00	127.404	127.457	
127.276	127.450	127.372	127.428	127.246	127.426	127.355	2013-06-19T20:00:00	127.500	
127.543	127.370	127.404	127.471	127.512	127.348	127.372	127.311	2013-06-19T19:30:00	
127.481	127.548	127.354	127.500	127.451	127.520	127.331	127.471	127.293	
2013-06-19T19:00:00	127.303	127.502	127.251	127.481	127.275	127.470	127.219	127.451	
127.252	2013-06-19T18:30:00	127.336	127.371	127.200	127.303	127.313	127.348	127.168	
127.275	127.256	2013-06-19T18:00:00	127.210	127.419	127.210	127.336	127.180	127.388	
127.179	127.313	127.264	2013-06-19T17:30:00	127.143	127.313	127.073	127.210	127.114	
127.284	127.043	127.180	127.303	2013-06-19T17:00:00	127.277	127.368	127.110	127.143	
127.248	127.339	127.078	127.114	127.370	2013-06-19T16:30:00	127.211	127.298	127.086	
127.277	127.184	127.268	127.055	127.248	127.435	2013-06-19T16:00:00	127.505	127.570	
127.184	127.211	127.475	127.545	127.155	127.184	127.507	2013-06-19T15:30:00	127.369	
127.560	127.303	127.505	127.336	127.532	127.279	127.475	127.561	2013-06-19T15:00:00	
127.609	127.672	127.252	127.369	127.581	127.646	127.216	127.336	127.570	
2013-06-19T14:30:00	127.681	127.739	127.601	127.609	127.651	127.710	127.569	127.581	
127.598	2013-06-19T14:00:00	127.599	127.710	127.562	127.681	127.569	127.680	127.533	
127.651	127.625	2013-06-19T13:30:00	127.784	127.784	127.555	127.599	127.753	127.753	
127.524	127.569	127.657	2013-06-19T13:00:00	127.595	127.789	127.574	127.784	127.565	
127.764	127.543	127.753	127.707	2013-06-19T12:30:00	127.568	127.634	127.526	127.595	
127.536	127.608	127.495	127.565	127.727	2013-06-19T12:00:00	127.563	127.626	127.454	
127.568	127.534	127.595	127.425	127.536	127.775	2013-06-19T11:30:00	127.795	127.795	
127.507	127.563	127.764	127.763	127.478	127.534	127.843	2013-06-19T11:00:00	127.906	
127.933	127.729	127.795	127.879	127.903	127.698	127.764	127.900	2013-06-19T10:30:00	
127.945	128.042	127.903	127.906	127.920	128.014	127.871	127.879	127.911	
2013-06-19T10:00:00	127.920	127.961	127.854	127.945	127.891	127.931	127.824	127.920	
127.899	2013-06-19T09:30:00	127.927	128.024	127.798	127.920	127.899	127.997	127.768	
127.891	127.875	2013-06-19T09:00:00	128.038	128.045	127.864	127.927	128.011	128.017	
127.832	127.899	127.857	2013-06-19T08:30:00	127.964	128.134	127.960	128.038	127.936	
128.105	127.926	128.011	127.813	2013-06-19T08:00:00	127.870	128.011	127.858	127.964	
127.838	127.982	127.827	127.936	127.787	2013-06-19T07:30:00	127.834	127.994	127.835	
127.870	127.798	127.963	127.800	127.838	127.748	2013-06-19T07:00:00	127.801	127.866	
127.757	127.834	127.752	127.834	127.723	127.798	127.720	2013-06-19T06:30:00	127.815	
127.857	127.745	127.801	127.762	127.802	127.699	127.752	127.709	2013-06-19T06:00:00	
127.733	127.872	127.643	127.815	127.597	127.814	127.554	127.762	127.684	
2013-06-19T05:30:00	127.857	127.858	127.702	127.733	127.825	127.830	127.597	127.597	
127.666	2013-06-19T05:00:00	127.691	127.897	127.658	127.857	127.661	127.867	127.626	
127.825	127.654	2013-06-19T04:30:00	127.674	127.700	127.580	127.691	127.642	127.670	
127.548	127.661	127.633	2013-06-19T04:00:00	127.749	127.752	127.634	127.674	127.722	
127.720	127.604	127.642	127.633	2013-06-19T03:30:00	127.613	127.754	127.587	127.749	
127.581	127.724	127.555	127.722	127.630	2013-06-19T03:00:00	127.664	127.744	127.582	
127.613	127.633	127.717	127.554	127.581	127.669	2013-06-19T02:30:00	127.544	127.731	
127.439	127.664	127.513	127.701	127.407	127.633	127.728	2013-06-19T02:00:00	127.705	
127.746	127.527	127.544	127.677	127.716	127.489	127.513	127.774	2013-06-19T01:30:00	
127.691	127.753	127.636	127.705	127.660	127.722	127.606	127.677	127.827	
2013-06-19T01:00:00	127.651	127.803	127.632	127.691	127.622	127.776	127.603	127.660	
127.820	2013-06-19T00:30:00	128.026	128.073	127.480	127.651	127.996	128.043	127.431	
127.622	127.807	2013-06-19T00:00:00	128.028	128.094	127.934	128.026	127.996	128.070	
127.902	127.996	127.811	2013-06-18T23:30:00	127.983	128.088	127.942	128.028	127.954	
128.059	127.914	127.996	127.733	2013-06-18T23:00:00	127.910	128.019	127.829	127.983	
127.882	127.988	127.797	127.954	127.658	2013-06-18T22:30:00	127.665	127.946	127.558	
127.910	127.633	127.916	127.527	127.882	127.602	2013-06-18T22:00:00	127.597	127.789	
127.569	127.665	127.565	127.759	127.538	127.633	127.567	2013-06-18T21:30:00	127.683	
127.840	127.572	127.597	127.651	127.810	127.540	127.565	127.557	2013-06-18T21:00:00	
127.477	127.712	127.481	127.683	127.450	127.696	127.452	127.651	127.530	
2013-06-18T20:30:00	127.500	127.507	127.383	127.477	127.471	127.478	127.352	127.450	
127.478	2013-06-18T20:00:00	127.594	127.610	127.360	127.500	127.563	127.582	127.329	
127.471	127.481	2013-06-18T19:30:00	127.665	127.685	127.591	127.594	127.638	127.653	
127.561	127.563	127.436	2013-06-18T19:00:00	127.592	127.734	127.455	127.665	127.563	
127.710	127.425	127.638	127.327	2013-06-18T18:30:00	127.399	127.699	127.272	127.592	
127.371	127.679	127.243	127.563	127.181	2013-06-18T18:00:00	127.412	127.470	127.291	
127.399	127.290	127.440	127.238	127.371	127.032	2013-06-18T17:30:00	127.493	127.560	
127.278	127.412	127.473	127.531	127.251	127.290	126.923	2013-06-18T17:00:00	127.184	
127.562	127.158	127.493	127.157	127.533	127.128	127.473	126.820	2013-06-18T16:30:00	
126.829	127.202	126.811	127.184	126.800	127.178	126.782	127.157	126.688	
2013-06-18T16:00:00	126.641	126.876	126.497	126.829	126.614	126.851	126.467	126.800	
126.620	2013-06-18T15:30:00	126.544	126.669	126.472	126.641	126.518	126.640	126.445	
126.614	126.601	2013-06-18T15:00:00	126.640	126.645	126.419	126.544	126.610	126.617	
126.394	126.518	126.599	2013-06-18T14:30:00	126.599	126.707	126.565	126.640	126.569	
126.677	126.541	126.610	126.603	2013-06-18T14:00:00	126.579	126.614	126.498	126.599	
126.548	126.585	126.475	126.569	126.587	2013-06-18T13:30:00	126.706	126.715	126.576	
126.579	126.678	126.690	126.545	126.548	126.587	2013-06-18T13:00:00	126.699	126.746	
126.620	126.706	126.673	126.716	126.588	126.678	126.621	2013-06-18T12:30:00	126.626	
126.783	126.609	126.699	126.600	126.754	126.578	126.673	126.619	2013-06-18T12:00:00	
126.574	126.658	126.542	126.626	126.545	126.628	126.512	126.600	126.598	
2013-06-18T11:30:00	126.525	126.718	126.510	126.574	126.493	126.687	126.481	126.545	
126.563	2013-06-18T11:00:00	126.603	126.623	126.469	126.525	126.571	126.598	126.438	
126.493	126.538	2013-06-18T10:30:00	126.827	126.851	126.531	126.603	126.790	126.821	
126.497	126.571	126.541	2013-06-18T10:00:00	126.690	126.877	126.624	126.827	126.661	
126.848	126.589	126.790	126.541	2013-06-18T09:30:00	126.562	126.722	126.456	126.690	
126.526	126.696	126.424	126.661	126.499	2013-06-18T09:00:00	126.386	126.661	126.338	
126.562	126.355	126.630	126.306	126.526	126.465	2013-06-18T08:30:00	126.397	126.511	
126.323	126.386	126.367	126.479	126.287	126.355	126.429	2013-06-18T08:00:00	126.546	
126.556	126.232	126.397	126.514	126.526	126.193	126.367	126.443	2013-06-18T07:30:00	
126.603	126.603	126.508	126.546	126.572	126.571	126.470	126.514	126.442	
2013-06-18T07:00:00	126.541	126.607	126.510	126.603	126.496	126.580	126.471	126.572	
126.409	2013-06-18T06:30:00	126.514	126.557	126.462	126.541	126.428	126.507	126.395	
126.496	126.406	2013-06-18T06:00:00	126.380	126.555	126.292	126.514	126.270	126.494	
126.217	126.428	126.430	2013-06-18T05:30:00	126.476	126.527	126.226	126.380	126.452	
126.496	126.203	126.270	126.458	2013-06-18T05:00:00	126.402	126.476	126.258	126.476	
126.361	126.452	126.224	126.452	126.505	2013-06-18T04:30:00	126.308	126.520	126.149	
126.402	126.283	126.481	126.110	126.361	126.524	2013-06-18T04:00:00	126.581	126.660	
126.210	126.308	126.551	126.633	126.178	126.283	126.538	2013-06-18T03:30:00	126.694	
126.912	126.549	126.581	126.664	126.881	126.523	126.551	126.574	2013-06-18T03:00:00	
126.654	126.939	126.604	126.694	126.625	126.916	126.573	126.664	126.577	
2013-06-18T02:30:00	126.626	126.669	126.570	126.654	126.597	126.640	126.541	126.625	
126.553	2013-06-18T02:00:00	126.614	126.711	126.582	126.626	126.587	126.683	126.550	
126.597	126.549	2013-06-18T01:30:00	126.488	126.645	126.490	126.614	126.461	126.617	
126.459	126.587	126.530	2013-06-18T01:00:00	126.557	126.606	126.470	126.488	126.530	
126.578	126.446	126.461	126.515	2013-06-18T00:30:00	126.605	126.695	126.483	126.557	
126.578	126.679	126.452	126.530	126.534	2013-06-18T00:00:00	126.521	126.655	126.500	
126.605	126.493	126.630	126.476	126.578	126.528	2013-06-17T23:30:00	126.625	126.664	
126.450	126.521	126.598	126.636	126.419	126.493	126.501	2013-06-17T23:00:00	126.486	
126.757	126.461	126.625	126.460	126.727	126.431	126.598	126.495	2013-06-17T22:30:00	
126.517	126.712	126.459	126.486	126.487	126.683	126.429	126.460	126.483	
2013-06-17T22:00:00	126.626	126.630	126.396	126.517	126.590	126.603	126.365	126.487	
126.499	2013-06-17T21:30:00	126.543	126.711	126.433	126.626	126.488	126.698	126.404	
126.590	126.504	2013-06-17T21:00:00	126.418	126.625	126.369	126.543	126.391	126.595	
126.343	126.488	126.492	2013-06-17T20:30:00	126.482	126.537	126.365	126.418	126.450	
126.508	126.338	126.391	126.492	2013-06-17T20:00:00	126.540	126.553	126.362	126.482	
126.514	126.523	126.332	126.450	126.529	2013-06-17T19:30:00	126.608	126.637	126.339	
126.540	126.576	126.609	126.309	126.514	126.575	2013-06-17T19:00:00	126.544	126.723	
126.503	126.608	126.516	126.697	126.474	126.576	126.571	2013-06-17T18:30:00	126.538	
126.690	126.527	126.544	126.506	126.663	126.495	126.516	126.582	2013-06-17T18:00:00	
126.518	126.655	126.495	126.538	126.492	126.628	126.464	126.506	126.580	
2013-06-17T17:30:00	126.675	126.722	126.421	126.518	126.646	126.693	126.389	126.492	
126.563	2013-06-17T17:00:00	126.808	126.867	126.625	126.675	126.776	126.838	126.595	
126.646	126.515	2013-06-17T16:30:00	126.516	126.860	126.508	126.808	126.484	126.832	
126.476	126.776	126.446	2013-06-17T16:00:00	126.686	126.789	126.376	126.516	126.655	
126.759	126.345	126.484	126.373	2013-06-17T15:30:00	126.532	126.737	126.528	126.686	
126.502	126.709	126.498	126.655	126.346	2013-06-17T15:00:00	126.411	126.593	126.400	
126.532	126.388	126.565	126.371	126.502	126.269	2013-06-17T14:30:00	126.183	126.414	
126.167	126.411	126.155	126.389	126.136	126.388	126.202	2013-06-17T14:00:00	126.193	
126.232	126.097	126.183	126.163	126.203	126.067	126.155	126.164	2013-06-17T13:30:00	
126.296	126.314	126.136	126.193	126.267	126.287	126.109	126.163	126.169	
2013-06-17T13:00:00	126.323	126.370	126.239	126.296	126.291	126.340	126.208	126.267	
126.184	2013-06-17T12:30:00	126.147	126.334	126.148	126.323	126.118	126.307	126.116	
126.291	126.171	2013-06-17T12:00:00	126.062	126.177	126.064	126.147	126.032	126.147	
126.036	126.118	126.139	2013-06-17T11:30:00	126.148	126.200	126.062	126.062	126.120	
126.170	126.030	126.032	126.117	2013-06-17T11:00:00	126.221	126.264	126.060	126.148	
126.190	126.234	126.028	126.120	126.103	2013-06-17T10:30:00	126.299	126.363	126.155	
126.221	126.269	126.337	126.125	126.190	126.056	2013-06-17T10:00:00	126.206	126.360	
126.139	126.299	126.175	126.331	126.108	126.269	126.027	2013-06-17T09:30:00	126.092	
126.265	126.044	126.206	126.067	126.240	126.014	126.175	125.948	2013-06-17T09:00:00	
126.003	126.212	125.833	126.092	125.967	126.180	125.798	126.067	125.870	
2013-06-17T08:30:00	125.964	126.053	125.883	126.003	125.932	126.020	125.843	125.967	
125.806	2013-06-17T08:00:00	125.831	125.968	125.751	125.964	125.793	125.937	125.717	
125.932	125.769	2013-06-17T07:30:00	126.019	126.015	125.711	125.831	125.987	125.985	
125.679	125.793	125.734	2013-06-17T07:00:00	125.763	126.078	125.732	126.019	125.713	
126.046	125.691	125.987	125.711	2013-06-17T06:30:00	125.722	125.769	125.708	125.763	
125.629	125.721	125.625	125.713	125.635	2013-06-17T06:00:00	125.796	125.777	125.668	
125.722	125.624	125.670	125.570	125.629	125.624	2013-06-17T05:30:00	125.896	125.952	
125.768	125.796	125.702	125.765	125.604	125.624	125.663	2013-06-17T05:00:00	125.888	
126.012	125.861	125.896	125.689	125.840	125.675	125.702	125.710	2013-06-17T04:30:00	
125.824	125.889	125.827	125.888	125.634	125.693	125.630	125.689	125.718	
2013-06-17T04:00:00	125.622	125.964	125.824	125.824	125.455	125.805	125.634	125.634	
125.717	2013-06-15T05:30:00	125.683	125.839	125.612	125.622	125.633	125.764	125.455	
125.455	125.707	2013-06-15T05:00:00	125.934	125.963	125.679	125.683	125.902	125.931	
125.622	125.633	125.723	2013-06-15T04:30:00	125.987	126.062	125.912	125.934	125.955	
126.031	125.874	125.902	125.703	2013-06-15T04:00:00	125.787	126.115	125.790	125.987	
125.759	126.081	125.758	125.955	125.627	2013-06-15T03:30:00	125.723	125.914	125.687	
125.787	125.684	125.883	125.656	125.759	125.600	2013-06-15T03:00:00	125.594	125.804	
125.445	125.723	125.564	125.768	125.399	125.684	125.681	2013-06-15T02:30:00	125.593	
125.687	125.498	125.594	125.562	125.660	125.461	125.564	125.749	2013-06-15T02:00:00	
125.525	125.806	125.413	125.593	125.494	125.774	125.382	125.562	125.924	
2013-06-15T01:30:00	125.403	125.602	125.191	125.525	125.374	125.559	125.162	125.494	
126.078	2013-06-15T01:00:00	125.795	125.805	125.322	125.403	125.764	125.779	125.290	
