日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	MVA	2014-02-15T07:00:00	139.425	139.481	
129.125	128.937	129.062	129.169	2013-06-29T00:00:00	129.148	129.183	128.967	129.031	
129.119	129.155	128.937	129.004	129.218	2013-06-28T23:30:00	129.067	129.267	129.046	
129.148	129.037	129.238	129.018	129.119	129.271	2013-06-28T23:00:00	129.107	129.244	
128.956	129.067	129.083	129.214	128.930	129.037	129.319	2013-06-28T22:30:00	129.326	
129.351	129.090	129.107	129.294	129.323	129.062	129.083	129.373	2013-06-28T22:00:00	
129.618	129.664	129.246	129.326	129.587	129.644	129.216	129.294	129.404	
2013-06-28T21:30:00	129.435	129.643	129.390	129.618	129.405	129.617	129.360	129.587	
129.410	2013-06-28T21:00:00	129.384	129.471	129.335	129.435	129.371	129.442	129.307	
129.405	129.357	2013-06-28T20:30:00	129.488	129.485	129.348	129.384	129.458	129.457	
129.321	129.371	129.315	2013-06-28T20:00:00	129.445	129.513	129.346	129.488	129.416	
129.490	129.321	129.458	129.271	2013-06-28T19:30:00	129.330	129.502	129.330	129.445	
129.298	129.474	129.300	129.416	129.194	2013-06-28T19:00:00	129.361	129.370	129.235	
129.330	129.333	129.340	129.206	129.298	129.130	2013-06-28T18:30:00	129.244	129.429	
129.242	129.361	129.217	129.399	129.212	129.333	129.084	2013-06-28T18:00:00	129.141	
129.319	129.075	129.244	129.110	129.292	129.043	129.217	129.020	2013-06-28T17:30:00	
129.091	129.215	129.041	129.141	129.063	129.187	129.008	129.110	129.007	
2013-06-28T17:00:00	128.952	129.098	128.949	129.091	128.919	129.068	128.917	129.063	
129.011	2013-06-28T16:30:00	129.004	129.101	128.895	128.952	128.972	129.071	128.868	
128.919	129.026	2013-06-28T16:00:00	129.006	129.157	128.980	129.004	128.974	129.129	
128.952	128.972	129.078	2013-06-28T15:30:00	128.917	129.077	128.903	129.006	128.886	
129.050	128.876	128.974	129.102	2013-06-28T15:00:00	129.152	129.185	128.867	128.917	
129.126	129.160	128.845	128.886	129.114	2013-06-28T14:30:00	129.167	129.244	129.097	
129.152	129.138	129.212	129.072	129.126	129.158	2013-06-28T14:00:00	129.189	129.273	
129.118	129.167	129.166	129.243	129.088	129.138	129.185	2013-06-28T13:30:00	129.309	
129.326	129.167	129.189	129.281	129.297	129.140	129.166	129.155	2013-06-28T13:00:00	
129.169	129.390	129.159	129.309	129.144	129.367	129.127	129.281	129.066	
2013-06-28T12:30:00	129.089	129.245	129.038	129.169	129.059	129.216	129.007	129.144	
128.964	2013-06-28T12:00:00	129.216	129.229	129.003	129.089	129.190	129.198	128.975	
129.059	128.867	2013-06-28T11:30:00	129.345	129.377	129.101	129.216	129.315	129.354	
129.065	129.190	128.773	2013-06-28T11:00:00	128.967	129.390	128.937	129.345	128.931	
129.360	128.909	129.315	128.668	2013-06-28T10:30:00	128.571	128.998	128.476	128.967	
128.539	128.978	128.446	128.931	128.531	2013-06-28T10:00:00	128.597	128.650	128.498	
128.571	128.567	128.620	128.466	128.539	128.434	2013-06-28T09:30:00	128.499	128.688	
128.397	128.597	128.470	128.659	128.368	128.567	128.400	2013-06-28T09:00:00	128.430	
128.534	128.380	128.499	128.401	128.504	128.350	128.470	128.359	2013-06-28T08:30:00	
128.491	128.530	128.397	128.430	128.456	128.495	128.366	128.401	128.313	
2013-06-28T08:00:00	128.388	128.540	128.368	128.491	128.356	128.508	128.338	128.456	
128.281	2013-06-28T07:30:00	128.278	128.408	128.275	128.388	128.246	128.376	128.242	
128.356	128.237	2013-06-28T07:00:00	128.367	128.366	128.267	128.278	128.302	128.328	
128.235	128.246	128.222	2013-06-28T06:30:00	128.328	128.436	128.286	128.367	128.283	
128.394	128.228	128.302	128.238	2013-06-28T06:00:00	128.317	128.398	128.215	128.328	
128.148	128.337	128.140	128.283	128.234	2013-06-28T05:30:00	128.204	128.317	128.205	
128.317	128.176	128.276	128.144	128.148	128.225	2013-06-28T05:00:00	128.180	128.301	
128.158	128.204	128.150	128.270	128.128	128.176	128.216	2013-06-28T04:30:00	128.276	
128.276	128.163	128.180	128.247	128.246	128.132	128.150	128.190	2013-06-28T04:00:00	
128.392	128.401	128.223	128.276	128.360	128.370	128.195	128.247	128.174	
2013-06-28T03:30:00	128.304	128.392	128.244	128.392	128.272	128.369	128.209	128.360	
128.148	2013-06-28T03:00:00	128.255	128.307	128.160	128.304	128.221	128.274	128.127	
128.272	128.103	2013-06-28T02:30:00	128.112	128.283	128.104	128.255	128.088	128.251	
128.075	128.221	128.075	2013-06-28T02:00:00	128.021	128.164	127.999	128.112	127.994	
128.137	127.969	128.088	128.053	2013-06-28T01:30:00	128.062	128.193	127.991	128.021	
128.034	128.163	127.959	127.994	128.052	2013-06-28T01:00:00	128.097	128.117	127.918	
128.062	128.069	128.089	127.890	128.034	128.050	2013-06-28T00:30:00	128.075	128.184	
128.053	128.097	128.046	128.154	128.026	128.069	128.061	2013-06-28T00:00:00	128.102	
128.224	127.965	128.075	128.072	128.197	127.940	128.046	128.038	2013-06-27T23:30:00	
128.092	128.226	128.064	128.102	128.066	128.201	128.032	128.072	128.025	
2013-06-27T23:00:00	128.111	128.229	128.006	128.092	128.080	128.185	127.979	128.066	
128.000	2013-06-27T22:30:00	128.016	128.233	127.953	128.111	127.986	128.205	127.931	
128.080	127.961	2013-06-27T22:00:00	128.135	128.201	128.012	128.016	128.107	128.171	
127.980	127.986	127.905	2013-06-27T21:30:00	127.944	128.196	127.491	128.135	127.912	
128.168	127.408	128.107	127.871	2013-06-27T21:00:00	127.978	128.034	127.851	127.944	
127.950	128.004	127.823	127.912	127.823	2013-06-27T20:30:00	127.930	127.990	127.871	
127.978	127.901	127.962	127.845	127.950	127.818	2013-06-27T20:00:00	127.818	127.956	
127.777	127.930	127.790	127.926	127.748	127.901	127.799	2013-06-27T19:30:00	127.723	
127.819	127.717	127.818	127.692	127.790	127.686	127.790	127.809	2013-06-27T19:00:00	
127.777	127.787	127.664	127.723	127.746	127.757	127.632	127.692	127.837	
2013-06-27T18:30:00	127.800	127.840	127.675	127.777	127.773	127.811	127.649	127.746	
127.838	2013-06-27T18:00:00	127.900	127.921	127.714	127.800	127.875	127.891	127.684	
127.773	127.844	2013-06-27T17:30:00	127.843	128.060	127.825	127.900	127.814	128.034	
127.795	127.875	127.799	2013-06-27T17:00:00	128.006	128.027	127.839	127.843	127.975	
128.002	127.807	127.814	127.719	2013-06-27T16:30:00	128.017	128.089	127.871	128.006	
127.986	128.060	127.843	127.975	127.659	2013-06-27T16:00:00	127.721	128.109	127.674	
128.017	127.695	128.083	127.642	127.986	127.574	2013-06-27T15:30:00	127.808	127.823	
127.665	127.721	127.787	127.799	127.639	127.695	127.483	2013-06-27T15:00:00	127.491	
127.819	127.491	127.808	127.459	127.791	127.460	127.787	127.438	2013-06-27T14:30:00	
127.347	127.499	127.324	127.491	127.318	127.470	127.296	127.459	127.366	
2013-06-27T14:00:00	127.422	127.475	127.322	127.347	127.392	127.445	127.295	127.318	
127.363	2013-06-27T13:30:00	127.414	127.466	127.388	127.422	127.384	127.436	127.356	
127.392	127.376	2013-06-27T13:00:00	127.379	127.462	127.356	127.414	127.349	127.432	
127.326	127.384	127.374	2013-06-27T12:30:00	127.405	127.479	127.309	127.379	127.374	
127.451	127.284	127.349	127.348	2013-06-27T12:00:00	127.315	127.469	127.315	127.405	
127.287	127.443	127.285	127.374	127.325	2013-06-27T11:30:00	127.465	127.481	127.296	
127.315	127.439	127.450	127.268	127.287	127.283	2013-06-27T11:00:00	127.439	127.498	
127.392	127.465	127.408	127.467	127.360	127.439	127.264	2013-06-27T10:30:00	127.408	
127.461	127.296	127.439	127.376	127.432	127.268	127.408	127.233	2013-06-27T10:00:00	
127.230	127.441	127.209	127.408	127.204	127.416	127.179	127.376	127.212	
2013-06-27T09:30:00	127.220	127.258	127.060	127.230	127.189	127.228	127.032	127.204	
127.181	2013-06-27T09:00:00	127.112	127.275	127.104	127.220	127.080	127.246	127.074	
127.189	127.193	2013-06-27T08:30:00	127.184	127.291	127.070	127.112	127.149	127.260	
127.039	127.080	127.183	2013-06-27T08:00:00	127.264	127.299	127.182	127.184	127.222	
127.271	127.146	127.149	127.195	2013-06-27T07:30:00	127.302	127.320	127.177	127.264	
127.267	127.289	127.144	127.222	127.205	2013-06-27T07:00:00	127.203	127.319	127.166	
127.302	127.157	127.289	127.128	127.267	127.214	2013-06-27T06:30:00	127.340	127.359	
127.193	127.203	127.286	127.307	127.146	127.157	127.211	2013-06-27T06:00:00	127.260	
127.369	127.133	127.340	127.117	127.290	127.069	127.286	127.202	2013-06-27T05:30:00	
127.210	127.290	127.136	127.260	127.169	127.224	127.063	127.117	127.167	
2013-06-27T05:00:00	127.250	127.259	127.171	127.210	127.215	127.227	127.137	127.169	
127.162	2013-06-27T04:30:00	127.310	127.330	127.242	127.250	127.287	127.299	127.213	
127.215	127.128	2013-06-27T04:00:00	127.271	127.349	127.242	127.310	127.244	127.317	
127.212	127.287	127.067	2013-06-27T03:30:00	127.120	127.284	127.086	127.271	127.093	
127.275	127.058	127.244	126.983	2013-06-27T03:00:00	127.066	127.145	126.980	127.120	
127.041	127.115	126.948	127.093	126.905	2013-06-27T02:30:00	127.112	127.129	126.966	
127.066	127.085	127.101	126.939	127.041	126.843	2013-06-27T02:00:00	126.958	127.153	
126.936	127.112	126.930	127.125	126.904	127.085	126.813	2013-06-27T01:30:00	126.819	
127.018	126.803	126.958	126.788	126.988	126.775	126.930	126.815	2013-06-27T01:00:00	
126.728	126.939	126.674	126.819	126.700	126.910	126.642	126.788	126.850	
2013-06-27T00:30:00	126.730	126.851	126.585	126.728	126.701	126.821	126.563	126.700	
126.896	2013-06-27T00:00:00	126.681	126.763	126.581	126.730	126.655	126.738	126.560	
126.701	126.969	2013-06-26T23:30:00	126.862	126.864	126.604	126.681	126.833	126.834	
126.574	126.655	127.071	2013-06-26T23:00:00	127.124	127.207	126.839	126.862	127.097	
127.177	126.810	126.833	127.167	2013-06-26T22:30:00	127.200	127.251	127.084	127.124	
127.173	127.223	127.056	127.097	127.221	2013-06-26T22:00:00	127.144	127.228	127.038	
127.200	127.116	127.200	127.008	127.173	127.202	2013-06-26T21:30:00	127.363	127.362	
127.015	127.144	127.208	127.235	126.983	127.116	127.182	2013-06-26T21:00:00	127.443	
127.517	127.252	127.363	127.412	127.487	127.208	127.208	127.197	2013-06-26T20:30:00	
127.357	127.488	127.296	127.443	127.331	127.458	127.264	127.412	127.207	
2013-06-26T20:00:00	127.239	127.392	127.182	127.357	127.209	127.367	127.152	127.331	
127.195	2013-06-26T19:30:00	126.999	127.288	126.992	127.239	126.967	127.259	126.962	
127.209	127.225	2013-06-26T19:00:00	127.063	127.121	126.992	126.999	127.031	127.090	
126.960	126.967	127.240	2013-06-26T18:30:00	127.246	127.260	127.024	127.063	127.218	
127.226	127.000	127.031	127.323	2013-06-26T18:00:00	127.317	127.322	127.100	127.246	
127.283	127.291	127.069	127.218	127.386	2013-06-26T17:30:00	127.354	127.483	127.290	
127.317	127.323	127.454	127.259	127.283	127.419	2013-06-26T17:00:00	127.568	127.676	
127.354	127.354	127.542	127.643	127.323	127.323	127.489	2013-06-26T16:30:00	127.343	
127.601	127.297	127.568	127.313	127.565	127.269	127.542	127.543	2013-06-26T16:00:00	
127.583	127.586	127.234	127.343	127.552	127.555	127.201	127.313	127.583	
2013-06-26T15:30:00	127.505	127.592	127.393	127.583	127.474	127.567	127.358	127.552	
127.656	2013-06-26T15:00:00	127.474	127.533	127.333	127.505	127.445	127.502	127.305	
127.474	127.693	2013-06-26T14:30:00	127.803	127.816	127.426	127.474	127.771	127.786	
127.395	127.445	127.733	2013-06-26T14:00:00	127.737	127.830	127.674	127.803	127.707	
127.802	127.643	127.771	127.777	2013-06-26T13:30:00	127.852	127.855	127.701	127.737	
127.821	127.826	127.669	127.707	127.811	2013-06-26T13:00:00	127.850	127.970	127.789	
127.852	127.821	127.940	127.758	127.821	127.866	2013-06-26T12:30:00	127.839	127.867	
127.705	127.850	127.809	127.837	127.680	127.821	127.938	2013-06-26T12:00:00	127.790	
127.844	127.717	127.839	127.756	127.814	127.692	127.809	127.993	2013-06-26T11:30:00	
127.787	127.880	127.770	127.790	127.756	127.850	127.739	127.756	128.069	
2013-06-26T11:00:00	128.039	128.051	127.747	127.787	128.008	128.021	127.716	127.756	
128.147	2013-06-26T10:30:00	128.120	128.183	127.960	128.039	128.088	128.154	127.928	
128.008	128.238	2013-06-26T10:00:00	128.362	128.437	128.070	128.120	128.331	128.408	
128.038	128.088	128.284	2013-06-26T09:30:00	128.233	128.430	128.223	128.362	128.203	
128.400	128.191	128.331	128.290	2013-06-26T09:00:00	128.371	128.387	128.147	128.233	
128.339	128.363	128.112	128.203	128.239	2013-06-26T08:30:00	128.334	128.392	128.191	
128.371	128.303	128.362	128.163	128.339	128.194	2013-06-26T08:00:00	128.427	128.467	
128.300	128.334	128.394	128.437	128.268	128.303	128.150	2013-06-26T07:30:00	128.372	
128.431	128.277	128.427	128.329	128.404	128.245	128.394	128.113	2013-06-26T07:00:00	
128.172	128.430	128.182	128.372	128.129	128.405	128.133	128.329	128.053	
2013-06-26T06:30:00	128.059	128.228	127.986	128.172	127.974	128.185	127.931	128.129	
127.999	2013-06-26T06:00:00	128.026	128.125	127.981	128.059	127.890	128.028	127.882	
127.974	127.973	2013-06-26T05:30:00	128.067	128.100	127.979	128.026	128.030	128.063	
127.887	127.890	127.971	2013-06-26T05:00:00	128.075	128.101	128.006	128.067	128.048	
128.070	127.974	128.030	127.978	2013-06-26T04:30:00	128.002	128.135	127.989	128.075	
127.972	128.102	127.957	128.048	127.971	2013-06-26T04:00:00	127.989	128.015	127.933	
128.002	127.952	127.984	127.901	127.972	127.949	2013-06-26T03:30:00	127.979	128.029	
127.933	127.989	127.945	127.994	127.899	127.952	127.954	2013-06-26T03:00:00	127.996	
128.031	127.939	127.979	127.963	127.998	127.902	127.945	127.954	2013-06-26T02:30:00	
127.970	128.002	127.888	127.996	127.938	127.968	127.853	127.963	127.930	
2013-06-26T02:00:00	128.011	128.098	127.938	127.970	127.977	128.067	127.904	127.938	
127.921	2013-06-26T01:30:00	127.922	128.097	127.885	128.011	127.894	128.070	127.851	
127.977	127.924	2013-06-26T01:00:00	128.039	128.059	127.847	127.922	128.007	128.029	
127.815	127.894	127.919	2013-06-26T00:30:00	127.982	128.098	127.956	128.039	127.952	
128.072	127.922	128.007	127.921	2013-06-26T00:00:00	127.807	128.097	127.755	127.982	
127.778	128.068	127.720	127.952	127.896	2013-06-25T23:30:00	127.935	128.005	127.766	
127.807	127.900	127.970	127.741	127.778	127.890	2013-06-25T23:00:00	128.021	128.115	
127.842	127.935	127.963	128.077	127.810	127.900	127.900	2013-06-25T22:30:00	127.972	
128.023	127.808	128.021	127.940	127.991	127.776	127.963	127.908	2013-06-25T22:00:00	
127.932	127.990	127.827	127.972	127.905	127.960	127.798	127.940	127.890	
2013-06-25T21:30:00	127.869	128.103	127.818	127.932	127.837	128.059	127.787	127.905	
127.822	2013-06-25T21:00:00	127.940	127.961	127.742	127.869	127.910	127.933	127.710	
127.837	127.769	2013-06-25T20:30:00	127.875	127.980	127.837	127.940	127.845	127.953	
127.806	127.910	127.710	2013-06-25T20:00:00	127.986	127.992	127.827	127.875	127.956	
127.970	127.795	127.845	127.700	2013-06-25T19:30:00	127.869	128.057	127.777	127.986	
127.837	128.031	127.749	127.956	127.725	2013-06-25T19:00:00	127.494	127.902	127.473	
127.869	127.462	127.872	127.443	127.837	127.744	2013-06-25T18:30:00	127.557	127.620	
127.444	127.494	127.533	127.591	127.414	127.462	127.787	2013-06-25T18:00:00	127.453	
127.635	127.295	127.557	127.425	127.606	127.265	127.533	127.860	2013-06-25T17:30:00	
127.871	128.035	127.409	127.453	127.841	128.007	127.377	127.425	127.917	
2013-06-25T17:00:00	128.057	128.094	127.697	127.871	128.020	128.059	127.667	127.841	
127.970	2013-06-25T16:30:00	128.125	128.152	127.965	128.057	128.092	128.122	127.932	
128.020	127.980	2013-06-25T16:00:00	128.163	128.201	127.895	128.125	128.133	128.174	
127.864	128.092	127.945	2013-06-25T15:30:00	128.006	128.369	127.998	128.163	127.977	
128.334	127.967	128.133	127.874	2013-06-25T15:00:00	127.958	128.157	127.901	128.006	
127.928	128.125	127.868	127.977	127.860	2013-06-25T14:30:00	127.832	128.022	127.692	
127.958	127.802	127.994	127.661	127.928	127.886	2013-06-25T14:00:00	127.943	127.961	
127.672	127.832	127.907	127.933	127.639	127.802	127.938	2013-06-25T13:30:00	127.804	
127.966	127.750	127.943	127.774	127.936	127.718	127.907	128.040	2013-06-25T13:00:00	
127.629	127.867	127.628	127.804	127.597	127.842	127.599	127.774	128.119	
2013-06-25T12:30:00	128.066	128.091	127.603	127.629	128.035	128.061	127.578	127.597	
128.203	2013-06-25T12:00:00	128.194	128.271	128.066	128.066	128.162	128.240	128.035	
128.035	128.289	2013-06-25T11:30:00	128.324	128.395	128.155	128.194	128.289	128.368	
128.123	128.162	128.315	2013-06-25T11:00:00	128.549	128.578	128.257	128.324	128.516	
128.551	128.221	128.289	128.295	2013-06-25T10:30:00	128.492	128.646	128.394	128.549	
128.462	128.614	128.370	128.516	128.260	2013-06-25T10:00:00	128.392	128.687	128.366	
128.492	128.358	128.662	128.335	128.462	128.213	2013-06-25T09:30:00	128.234	128.392	
128.214	128.392	128.202	128.361	128.181	128.358	128.179	2013-06-25T09:00:00	128.246	
128.371	128.192	128.234	128.214	128.344	128.160	128.202	128.160	2013-06-25T08:30:00	
128.057	128.285	128.057	128.246	128.026	128.251	128.026	128.214	128.151	
2013-06-25T08:00:00	128.073	128.102	127.989	128.057	128.041	128.065	127.952	128.026	
128.146	2013-06-25T07:30:00	128.224	128.282	128.073	128.073	128.188	128.253	128.035	
128.041	128.162	2013-06-25T07:00:00	128.280	128.301	128.201	128.224	128.226	128.260	
128.166	128.188	128.188	2013-06-25T06:30:00	128.278	128.312	128.194	128.280	128.222	
128.272	128.102	128.226	128.194	2013-06-25T06:00:00	128.276	128.418	128.228	128.278	
128.138	128.341	128.108	128.222	128.195	2013-06-25T05:30:00	128.211	128.292	128.188	
128.276	128.181	128.232	128.109	128.138	128.185	2013-06-25T05:00:00	128.169	128.232	
128.127	128.211	128.141	128.213	128.091	128.181	128.186	2013-06-25T04:30:00	128.254	
128.265	128.162	128.169	128.221	128.230	128.136	128.141	128.157	2013-06-25T04:00:00	
128.259	128.308	128.191	128.254	128.227	128.273	128.155	128.221	128.145	
2013-06-25T03:30:00	128.270	128.429	128.244	128.259	128.237	128.401	128.211	128.227	
128.097	2013-06-25T03:00:00	128.166	128.280	128.067	128.270	128.147	128.250	128.039	
128.237	128.027	2013-06-25T02:30:00	128.180	128.252	128.042	128.166	128.145	128.223	
128.011	128.147	127.953	2013-06-25T02:00:00	128.008	128.184	127.934	128.180	127.979	
128.151	127.902	128.145	127.865	2013-06-25T01:30:00	128.092	128.201	127.992	128.008	
128.060	128.171	127.962	127.979	127.766	2013-06-25T01:00:00	127.916	128.103	127.763	
128.092	127.887	128.076	127.732	128.060	127.736	2013-06-25T00:30:00	127.761	128.144	
127.740	127.916	127.731	128.115	127.708	127.887	127.693	2013-06-25T00:00:00	127.749	
127.877	127.635	127.761	127.719	127.847	127.608	127.731	127.744	2013-06-24T23:30:00	
127.562	127.925	127.537	127.749	127.532	127.896	127.505	127.719	127.877	
2013-06-24T23:00:00	127.480	127.564	127.292	127.562	127.452	127.534	127.270	127.532	
127.984	2013-06-24T22:30:00	127.800	127.884	127.460	127.480	127.770	127.854	127.428	
127.452	128.105	2013-06-24T22:00:00	127.787	127.893	127.598	127.800	127.759	127.863	
127.564	127.770	128.240	2013-06-24T21:30:00	128.274	128.286	127.600	127.787	128.245	
128.258	127.574	127.759	128.322	2013-06-24T21:00:00	128.692	128.765	128.274	128.274	
128.661	128.730	128.245	128.245	128.398	2013-06-24T20:30:00	128.498	128.903	128.355	
128.692	128.466	128.864	128.324	128.661	128.440	2013-06-24T20:00:00	128.405	128.532	
128.307	128.498	128.381	128.504	128.277	128.466	128.469	2013-06-24T19:30:00	128.425	
128.530	128.342	128.405	128.396	128.504	128.313	128.381	128.530	2013-06-24T19:00:00	
128.371	128.571	128.205	128.425	128.343	128.544	128.176	128.396	128.594	
2013-06-24T18:30:00	128.323	128.544	128.280	128.371	128.296	128.515	128.251	128.343	
128.672	2013-06-24T18:00:00	128.566	128.575	128.207	128.323	128.536	128.547	128.175	
128.296	128.764	2013-06-24T17:30:00	128.898	128.947	128.499	128.566	128.867	128.918	
128.469	128.536	128.844	2013-06-24T17:00:00	128.953	129.093	128.835	128.898	128.894	
129.047	128.803	128.867	128.923	2013-06-24T16:30:00	128.855	128.994	128.823	128.953	
128.824	128.964	128.792	128.894	128.936	2013-06-24T16:00:00	128.973	128.990	128.684	
128.855	128.941	128.961	128.652	128.824	128.939	2013-06-24T15:30:00	129.010	129.125	
128.906	128.973	128.992	129.098	128.877	128.941	128.964	2013-06-24T15:00:00	128.878	
129.048	128.818	129.010	128.855	129.020	128.789	128.992	128.987	2013-06-24T14:30:00	
129.116	129.161	128.878	128.878	129.088	129.131	128.847	128.855	129.007	
2013-06-24T14:00:00	128.984	129.169	128.961	129.116	128.955	129.139	128.932	129.088	
128.993	2013-06-24T13:30:00	128.945	129.035	128.895	128.984	128.916	129.005	128.864	
128.955	128.940	2013-06-24T13:00:00	129.034	129.132	128.891	128.945	129.001	129.099	
128.859	128.916	128.926	2013-06-24T12:30:00	129.132	129.184	128.995	129.034	129.099	
129.151	128.960	129.001	128.916	2013-06-24T12:00:00	129.157	129.228	129.058	129.132	
129.133	129.197	129.021	129.099	128.893	2013-06-24T11:30:00	128.790	129.168	128.740	
129.157	128.758	129.139	128.710	129.133	128.870	2013-06-24T11:00:00	128.742	128.799	
128.669	128.790	128.715	128.769	128.639	128.758	128.839	2013-06-24T10:30:00	128.887	
128.887	128.618	128.742	128.858	128.859	128.589	128.715	128.867	2013-06-24T10:00:00	
128.877	128.947	128.783	128.887	128.849	128.917	128.752	128.858	128.851	
2013-06-24T09:30:00	128.871	128.973	128.809	128.877	128.837	128.942	128.775	128.849	
128.777	2013-06-24T09:00:00	128.974	129.050	128.727	128.871	128.940	129.017	128.690	
128.837	128.697	2013-06-24T08:30:00	128.942	129.125	128.913	128.974	128.913	129.087	
128.873	128.940	128.602	2013-06-24T08:00:00	129.002	129.044	128.800	128.942	128.960	
129.012	128.767	128.913	128.531	2013-06-24T07:30:00	128.641	129.143	128.612	129.002	
128.603	129.102	128.576	128.960	128.438	2013-06-24T07:00:00	128.423	128.776	128.390	
128.641	128.336	128.731	128.337	128.603	128.343	2013-06-24T06:30:00	128.344	128.428	
128.266	128.423	128.292	128.368	128.186	128.336	128.316	2013-06-24T06:00:00	128.223	
128.403	128.251	128.344	128.171	128.348	128.119	128.292	128.335	2013-06-24T05:30:00	
128.545	128.275	128.223	128.223	128.441	128.223	128.171	128.171	128.352	
2013-06-22T05:30:00	128.315	128.588	128.305	128.545	128.261	128.471	128.237	128.441	
128.379	2013-06-22T05:00:00	128.340	128.455	128.255	128.315	128.298	128.417	128.207	
128.261	128.381	2013-06-22T04:30:00	128.439	128.447	128.277	128.340	128.410	128.416	
128.239	128.298	128.416	2013-06-22T04:00:00	128.495	128.511	128.379	128.439	128.469	
128.483	128.353	128.410	128.374	2013-06-22T03:30:00	128.443	128.497	128.315	128.495	
128.412	128.471	128.284	128.469	128.290	2013-06-22T03:00:00	128.390	128.499	128.292	
128.443	128.359	128.472	128.262	128.412	128.220	2013-06-22T02:30:00	128.490	128.497	
128.289	128.390	128.459	128.468	128.257	128.359	128.166	2013-06-22T02:00:00	128.537	
128.605	128.350	128.490	128.507	128.575	128.320	128.459	128.188	2013-06-22T01:30:00	
128.030	128.650	128.030	128.537	128.000	128.619	127.998	128.507	128.198	
2013-06-22T01:00:00	127.852	128.148	127.852	128.030	127.823	128.118	127.827	128.000	
128.225	2013-06-22T00:30:00	128.007	128.088	127.808	127.852	127.978	128.058	127.778	
127.823	128.297	2013-06-22T00:00:00	128.062	128.160	127.852	128.007	128.034	128.130	
127.821	127.978	128.405	2013-06-21T23:30:00	128.540	128.544	127.803	128.062	128.515	
128.517	127.778	128.034	128.548	2013-06-21T23:00:00	128.555	128.694	128.459	128.540	
128.526	128.664	128.431	128.515	128.702	2013-06-21T22:30:00	128.724	128.784	128.554	
128.555	128.696	128.754	128.523	128.526	128.775	2013-06-21T22:00:00	128.534	128.793	
128.474	128.724	128.505	128.763	128.444	128.696	128.838	2013-06-21T21:30:00	128.610	
128.813	128.430	128.534	128.578	128.783	128.400	128.505	128.870	2013-06-21T21:00:00	
129.014	129.026	128.600	128.610	128.985	128.996	128.573	128.578	128.977	
2013-06-21T20:30:00	129.138	129.174	128.985	129.014	129.109	129.144	128.953	128.985	
129.067	2013-06-21T20:00:00	129.055	129.186	129.015	129.138	129.027	129.155	128.984	
129.109	129.104	2013-06-21T19:30:00	128.994	129.157	128.910	129.055	128.963	129.126	
128.878	129.027	129.166	2013-06-21T19:00:00	128.953	129.061	128.862	128.994	128.921	
129.035	128.824	128.963	129.239	2013-06-21T18:30:00	129.284	129.287	128.652	128.953	
129.255	129.257	128.616	128.921	129.294	2013-06-21T18:00:00	129.239	129.337	129.183	
129.284	129.212	129.308	129.156	129.255	129.374	2013-06-21T17:30:00	129.268	129.362	
129.154	129.239	129.239	129.332	129.126	129.212	129.386	2013-06-21T17:00:00	129.579	
129.616	129.214	129.268	129.547	129.586	129.190	129.239	129.429	2013-06-21T16:30:00	
129.569	129.713	129.457	129.579	129.539	129.683	129.426	129.547	129.415	
2013-06-21T16:00:00	129.374	129.622	129.301	129.569	129.346	129.592	129.271	129.539	
129.296	2013-06-21T15:30:00	129.506	129.572	129.316	129.374	129.478	129.546	129.285	
129.346	129.187	2013-06-21T15:00:00	129.373	129.585	129.362	129.506	129.342	129.557	
129.330	129.478	129.095	2013-06-21T14:30:00	129.544	129.549	129.327	129.373	129.512	
129.521	129.296	129.342	128.987	2013-06-21T14:00:00	129.176	129.572	129.176	129.544	
129.138	129.539	129.139	129.512	128.878	2013-06-21T13:30:00	128.752	129.241	128.628	
129.176	128.720	129.206	128.604	129.138	128.708	2013-06-21T13:00:00	128.805	128.809	
128.690	128.752	128.776	128.782	128.658	128.720	128.612	2013-06-21T12:30:00	128.727	
128.901	128.681	128.805	128.698	128.877	128.651	128.776	128.561	2013-06-21T12:00:00	
128.747	128.826	128.623	128.727	128.722	128.798	128.594	128.698	128.523	
2013-06-21T11:30:00	128.610	128.776	128.583	128.747	128.581	128.746	128.555	128.722	
128.468	2013-06-21T11:00:00	128.350	128.705	128.347	128.610	128.320	128.672	128.313	
128.581	128.407	2013-06-21T10:30:00	128.494	128.594	128.231	128.350	128.467	128.564	
128.189	128.320	128.405	2013-06-21T10:00:00	128.395	128.590	128.394	128.494	128.365	
128.564	128.363	128.467	128.472	2013-06-21T09:30:00	128.541	128.598	128.384	128.395	
128.506	128.568	128.352	128.365	128.503	2013-06-21T09:00:00	128.347	128.697	128.264	
128.541	128.315	128.661	128.232	128.506	128.539	2013-06-21T08:30:00	128.330	128.478	
128.307	128.347	128.298	128.445	128.271	128.315	128.536	2013-06-21T08:00:00	128.599	
128.598	128.234	128.330	128.567	128.568	128.202	128.298	128.613	2013-06-21T07:30:00	
128.820	128.840	128.568	128.599	128.788	128.808	128.531	128.567	128.675	
